school_id_A,school_id_B,root_school_name_A,root_school_old_name1_B,school_level_A,school_level_old_name1_B,district_A,district_B,Fuzzy_match_score,Match_Type
15480,2541,bhola,bhola,mavi,mavi,bara,bara,3.0,"District: complete, School level: complete, Root name: complete"
15485,55722,sharada,sarada,pravi,pravi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
15486,54452,pratibha,pratibha,pravi,pravi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
15490,15349,sharada,sarada,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
15493,1628,bhagavati,bhagawati,pravi,pravi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
15527,12633,janata,janata,pravi,pravi,panchthar,panchthar,3.0,"District: complete, School level: complete, Root name: complete"
15542,74097,nepala rashtriya,nepal rastriya,mavi,mavi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15544,72737,masteshvari,masteshwari,mavi,mavi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15546,72546,mahendra,mahendra,mavi,mavi,dadeldhura,dadeldhura,3.0,"District: complete, School level: complete, Root name: complete"
15570,36505,jhagareeda.nda,jhagare danda,pravi,pravi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
15617,43857,ganesha,ganesh,mavi,mavi,lamjung,lamjung,3.0,"District: complete, School level: complete, Root name: complete"
15633,23989,sarvajanika,sarbajanik,mavi,mavi,dhanusha,dhanusha,3.0,"District: complete, School level: complete, Root name: complete"
15657,61365,janata,janata,mavi,mavi,surkhet,surkhet,3.0,"District: complete, School level: complete, Root name: complete"
15663,54693,rukmini,rukmini,mavi,mavi,rukum purba,rukum purba,3.0,"District: complete, School level: complete, Root name: complete"
15666,61351,janata,janata,pravi,pravi,kalikot,kalikot,3.0,"District: complete, School level: complete, Root name: complete"
15710,24694,ramadeva janata,ramdev janata,mavi,mavi,mahottari,mahottari,3.0,"District: complete, School level: complete, Root name: complete"
15728,24380,janata,janata,mavi,mavi,bara,bara,3.0,"District: complete, School level: complete, Root name: complete"
15729,24401,janata,janata,mavi,mavi,bara,bara,3.0,"District: complete, School level: complete, Root name: complete"
15740,21434,janata,janata,nimavi,nimavi,mahottari,mahottari,3.0,"District: complete, School level: complete, Root name: complete"
15773,24425,kishora janata,kishori janata,mavi,mavi,mahottari,mahottari,3.0,"District: complete, School level: complete, Root name: complete"
15791,21358,janata,janata,pravi,pravi,mahottari,mahottari,3.0,"District: complete, School level: complete, Root name: complete"
15794,24691,rama,ram,mavi,mavi,mahottari,mahottari,3.0,"District: complete, School level: complete, Root name: complete"
15796,24463,mahendra,mahendra,mavi,mavi,mahottari,mahottari,3.0,"District: complete, School level: complete, Root name: complete"
15802,61513,kalika,kalika,mavi,mavi,jumla,jumla,3.0,"District: complete, School level: complete, Root name: complete"
