School_level_transliterated,School_name_transliterated,Potential_district_transliterated,Location_1_transliterated,Matched_District
2,sharada,dailekha,,Dailekh
4,bhagyadaya,Syangja,,Syangja
2,radhakrrishna,surkheta,gurbhakota,Surkhet
2,ne ra,parsa,dhovini,Parsa
2,sharada,parsa,ganeshapura,Parsa
2,krrishna ne ra,parsa,thori tinaghare,Parsa
4,valamandira,Syangja,,Syangja
4,chandi damda,rapakota,,Jajarkot
0,ne ra pra avi pakadiya parsa,Bara,,Bara
2,brahamasthana nepala rashtriya,parsa,lahavarathakari,Parsa
2,nepala ra,parsa,madhubani,Parsa
2,sarasvati,surkheta,,Surkhet
4,bhagavati,dailekha,katti thuva,Dailekh
1,ne ra,surkheta,gurbhakaeta,Surkhet
1,nepala rashtiya,surkheta,da.ndakhali,Surkhet
4,sakala bhavana kanya,dhanusha,,Dhanusha
2,pragati,palpa,jyamire,Palpa
2,shri ratnashobha,palpa,,Palpa
2,shiva,surkheta,a.npakholi,Surkhet
2,ne ra,parsa,kanchanapura bairiya,Parsa
3,ne ra,parsa,kauvavana kataiya,Parsa
1,ne ra,parsa,phulabariya,Parsa
1,nepala rashtriya,parsa,barvagoga,Parsa
2,janakalyana,surkheta,,Surkhet
4,mavi,ba.nke,jogaga.nu,Banke
1,taltu~na,palpa,pheka pelachaura,Palpa
3,laligura.nsa,surkheta,,Surkhet
4,tri shahida,Syangja,pa~nchamula,Syangja
2,kisana,Syangja,,Syangja
2,vala kalyana,khurkota,,Khotang
2,pravi,parsa,sarasvati nagara,Parsa
4,vijaya basti,parsa,,Parsa
4,jilla uchcha~ngala ramadeva kalavara,parsa,pokhariya,Parsa
1,sharada,palpa,pokharada.nda,Palpa
2,shri prabhata,palpa,,Palpa
4,radhadamodara,Syangja,,Syangja
2,shiddheshvari,surkheta,,Surkhet
2,visheshvara,surkheta,,Surkhet
2,bamkagera chapagamga,palpa,,Palpa
3,bhanubhakta,palpa,,Palpa
4,ne ra gita gajendraraja joshi,parsa,sukhachaina,Parsa
1,janaseva,surkheta,,Surkhet
1,janakalyana,surkheta,jahade,Surkhet
1,arukharka,Syangja,todke,Syangja
4,ganapati,palpa,,Palpa
4,shamkara janata,dhanusha,chakkara,Dhanusha
4,janajyoti,karnali,rakama,Kailali
2,sirkota,Syangja,,Syangja
1,mirmi,Syangja,,Syangja
4,mahendra,dailekha,,Dailekh
1,gamgamala,surkheta,,Surkhet
2,sarasvati,parvata,jalajala,Parbat
2,navajyoti,surkheta,kutamire,Surkhet
2,bhume,bagalu~na,bo~ngadobhana,Baglung
2,righa phedi,baglu~na,,Baglung
2,nepala rashtriya,surkheta,chapre,Surkhet
4,araniko,dailekha,,Dailekh
2,jivana,surkheta,,Surkhet
2,nepala rashtriya,surkheta,hanimaviana gurbhakota,Surkhet
4,dhullu liu.nva,baglu~na,bare~na liu.nva,Baglung
2,khara,baglu~na,,Baglung
2,bhirakateratala,baglu~na,,Baglung
2,nepane,baglu~na,,Baglung
2,janajagrriti,baglu~na,,Baglung
2,srrijanashila,baglu~na,,Baglung
2,sarasvati,baglu~na,,Baglung
2,balabikasha,baglu~na,,Baglung
2,sharada,surkheta,vidyapura,Surkhet
4,vidyajyoti,surkheta,baviyachaura,Surkhet
2,pachakanya,nuvakota,,Nuwakot
4,basanta,dailekha,,Dailekh
1,janata,saptari,bhagavatapura kachahari,Saptari
2,janajagrrita,nuvakota,,Nuwakot
1,jana prakasha,surkheta,lekaveshi,Surkhet
4,janaka,surkheta,gamakhola,Surkhet
4,sharada,baglu~na,bare~na ga pa,Baglung
2,mamgala,baglu~na,,Baglung
3,mahavidyajana,baglu~na,,Baglung
0,nashnaurribakapasa isurkheta,Surkhet,,Surkhet
4,suryaprakasha,surkheta,,Surkhet
4,gramaseva vidyashrama,nuvakota,,Nuwakot
2,ne ra,surkheta,kadapokhari,Surkhet
1,nepala rashtiya,surkheta,bherigamga,Surkhet
4,suryajyoti,surkheta,lamakhali,Surkhet
4,darli~na,baglu~na,,Baglung
1,muktinatha,bagalu~na,,Baglung
3,ratna rajya lakshmi,navalaparasi,,Nawalparasi
2,sha.nkharapura,navalaparasi,,Nawalparasi
3,kumbaishora,nuvakota,,Nuwakot
2,bhagavati,surkheta,,Surkhet
2,prabhata,surkheta,,Surkhet
2,rasananda,baglu~na,,Baglung
1,nepala rashtriya,surkheta,dhanigada barahatala ga pa,Surkhet
1,maisthana bala vidya mandira indu lakhe,parsa,viragamja,Parsa
4,nepala rashtiya shamashera ardasha,navalaparasi,,Nawalparasi
4,nepala lokaseva,navalaparasi,,Nawalparasi
4,ne ra,surkheta,matela,Surkhet
4,malika,surkheta,,Surkhet
2,nava durga,navalaparasi,,Nawalparasi
1,mahalakshmi,nuvakota,,Nuwakot
1,dibyajyoti,navalaparasi,devachuli va su purva,Nawalparasi
4,mahakabi debakota,navalaparasi,,Nawalparasi
2,devachuli,navalaparasi,rajahara,Nawalparasi
4,tribhubana,navalaparasi,,Nawalparasi
2,kaligandaki,navalaparasi,,Nawalparasi
1,janajagrriti,navalaparasi,thulo khairatarva,Nawalparasi
2,chandra ha.nsa,navalaparasi,agyauli kavasoti,Nawalparasi
3,kanya devi,nuvakota,,Nuwakot
4,mamgala devi,nuvakota,,Nuwakot
4,ra krri chau,parsa,,Parsa
3,bhanudaya,navalaparasi,,Nawalparasi
3,jyoti,vaglu~na,voharagau.n,Nawalpur
2,sigana,baglu~na,,Baglung
3,nagarada.nda,navalaparasi,,Nawalparasi
4,ra cha bha,parsa,,Parsa
2,ratna ra la,navalaparasi,,Nawalparasi
2,janasikshita,baglu~na,,Baglung
4,shiva,baglu~na,galakota,Baglung
4,bhimasena adarsha,navalaparasi,,Nawalparasi
4,janata,navalaparasi,dainahava,Nawalparasi
4,bhagavati,navalaparasi,banakatti,Nawalparasi
4,mahakavi devakota namuna,navalaparasi,va su pashchima,Nawalparasi
2,manakamana,nuvakota,kispa~na,Nuwakot
1,prrithvi nava prakasha,nuvakota,,Nuwakot
4,vorla~nga bhume,nuvakota,shivapuri,Nuwakot
2,ne ra,myagdi,sarasvati nagara,Myagdi
2,ne ra,parsa,vishramapura,Parsa
3,ne ra,parsa,jhavaraha,Parsa
2,radhemai,parsa,,Parsa
4,narasimha,parsa,,Parsa
2,shanti vidya.nmandhira,nuvakota,,Nuwakot
1,pratibha,makavanapura,hetauda,Makwanpur
2,ne ra,parsa,velava,Parsa
2,bhagavati,bagalu~na,badigada,Baglung
4,navaratna,rupandehi,,Rupandehi
2,ma ne ra,vasantapura,kathakuiya,Bhaktapur
2,bramhadeva nepala rashtriya,parsa,,Parsa
2,shikhara besi,nuvakota,,Nuwakot
3,shrimati mitra,parsa,tedha semara,Parsa
2,mamgaladevi,navalaparasi,,Nawalparasi
4,dhajajyoti,baglu~na,,Baglung
4,janata siddha,navalaparasi,,Nawalparasi
2,sha.nkara,navalaparasi,,Nawalparasi
2,nepala rashtiya,parsa,semaravari varva,Parsa
2,pravi,parsa,vishramapura,Parsa
1,tarachandra kishanalala,parsa,,Parsa
4,vindrakeshara,nuvakota,,Nuwakot
4,ji u ra ka,Bara,,Bara
3,ra,navalaparasi,karamaini,Nawalparasi
4,prrithvi,navalaparasi,prrithvinagara,Nawalparasi
1,pithauli,navalaparasi,kavasoti,Nawalparasi
2,ne ra,parsa,nichura,Parsa
1,gau.n pharka,bagalu~na,jaimini na pa,Baglung
3,sharada,navalaparasi,rakuva ota~nga,Nawalparasi
2,pravi,parsa,bhisva,Parsa
4,ne ra,parsa,siyarahi,Parsa
2,valamamdira,parbata,,Parbat
3,sujidevi,parsa,sauraha,Parsa
2,okhale,baglu~na,,Baglung
3,bhamgisaha,parsa,,Parsa
3,adharabhuta,bagalu~na,narayanasthana,Baglung
4,someshvara,chitavana,madi baruva,Chitwan
4,chitavana,chitavana,bharatapura,Chitwan
4,mavi,chitavana,,Chitwan
4,janata,baglu~na,,Baglung
4,rashtiya,chitavana,pipale,Chitwan
4,annapurna,chitavana,parvatipura,Chitwan
4,prabhata,chitavana,narayani shukranagara,Chitwan
3,titya,parbata,,Parbat
2,ra,chitavana,lamkalaina,Chitwan
4,gu~njanagara,chitavana,,Chitwan
2,ne ra,parsa,shikarivasa,Parsa
1,rashtiya,chitavana,rapti,Chitwan
4,yuva,chitavana,chitravana,Chitwan
4,sarvodaya,baglu~na,,Baglung
4,setidhua,baglu~na,jaidi,Baglung
4,rajai janakalala,siraha,balahi,Siraha
4,tribhuvana,navalaparasi,buli~natara,Nawalparasi
4,shri krrishna,baglu~na,,Baglung
4,dhimi karina,baglu~na,,Baglung
4,bhairava,baglu~na,vi bhakunde,Baglung
2,basandhara,chitavana,bharatapura,Chitwan
3,pa~nchajyoti,navalaparasi,,Nawalparasi
4,purushodaya,bagalu~na,barahakota,Baglung
2,sarashvati,baglu~na,narayanasthana,Baglung
1,yunika,baglu~na,,Baglung
4,nepala,baglu~na,tarakhola ga pa,Baglung
2,pandavakhani,baglu~na,,Baglung
1,shivalaya,baglu~na,,Baglung
2,dada.nbari,parbata,,Parbat
2,araniko,baglu~na,,Baglung
2,shanti,baglu~na,,Baglung
4,devisthana,baglu~na,devisthana,Baglung
1,rashtriya,chitavana,magani khairahani,Chitwan
1,jalpa kanya,solukhumvu,thulu~na dudhakoshi,Solukhumbu
2,unavajyoti,baglu~na,,Baglung
4,chartumukhi,chitavana,,Chitwan
3,janajagrriti,navalaparasi,,Nawalparasi
4,jana vikasa,parvata,mahashila lamtuna,Parbat
2,phalama khani,solukhumbu,,Solukhumbu
2,lakshminarayana,baglu~na,,Baglung
1,kholesba~na,bagalu~na,,Baglung
2,siddhavari,baglu~na,,Baglung
1,sarasvati,bagalu~na,jaimini,Baglung
4,adarsha,chitavana,vi,Chitwan
4,kathara,chitavana,vi khairahani,Chitwan
4,kedara,nechavetaghari,vi,Panchthar
2,simhadevi,solukhumbu,,Solukhumbu
4,lokapriya,navalaparasi,,Nawalparasi
4,balakumari kanya,chitavana,narayanagadha,Chitwan
2,dhanajyoti,baglu~na,batakachaura,Baglung
4,ganoshasthana,solukhumbu,,Solukhumbu
1,avi,baglu~na,,Baglung
2,janata,navalaparasi,kunava,Nawalparasi
4,mahendrodaya,solukhumbu,,Solukhumbu
2,ka~nchanadevi,bagalu~na,simakhani,Baglung
2,ra,chitavana,bramhasthana,Chitwan
2,ra,chitavana,dadrahani,Chitwan
4,jana jagrriti,chitavana,ratnanagara na pa pithuva,Chitwan
1,kaligandaki,baglu~na,saramgi,Baglung
1,avi,chitavana,shamkarachoka ratanapura,Chitwan
4,vijaya,chitavana,,Chitwan
2,bhanu,baglu~na,,Baglung
2,bhairava,bagalu~na,,Baglung
2,buddhidatri,baglu~na,amalachaura,Baglung
2,pravi,chitavana,,Chitwan
4,buddha,solukhumbu,goli ga pa,Solukhumbu
1,avi,chitavana,hanumananagara bharatapura ma na pa,Chitwan
1,avi,chitavana,bharatapura,Chitwan
2,lu~nakhani,baglu~na,kholakharka,Baglung
3,bharatapure,baglu~na,,Baglung
1,deurali rashtiya,chitavana,ichchakamana,Chitwan
2,barahakota,baglu~na,,Baglung
4,basanta,baglu~na,jaimini na pa,Baglung
4,vishvaprakasha,chitavana,mamgalapura,Chitwan
4,sharadapura,chitavana,,Chitwan
4,sharadapura,chitavana,bharatapura gauriga~nja,Chitwan
2,rambhadevi,inavalaparasi,,Nawalparasi
2,somanatha,navalaparasi,,Nawalparasi
4,chitavana,chitavana,,Chitwan
3,chandrajyoti,solukhumbu,,Solukhumbu
1,suryodaya adarsha,solukhumbu,,Solukhumbu
1,buda kinja,solukhumbu,likhupike ga pa bhakanje,Solukhumbu
1,janata,solukhumbu,,Solukhumbu
1,suryodaya,solukhumbu,,Solukhumbu
2,janakalyana ra,chitavana,,Chitwan
2,janata,vaglu~na,naya.nbajara,Nawalpur
4,shishai,rupandehi,,Rupandehi
4,sitarama saskrrita,chitavana,devaghata,Chitwan
2,janapraya,parbata,,Parbat
2,janajyoti,solukhumbu,parve,Solukhumbu
4,nepala tara,baglu~na,,Baglung
4,nepala shanti,navalaparasi,,Nawalparasi
4,prajatantravikasa,baglu~na,tarakhola ga pa,Baglung
2,j~nanaku~nja,baglu~na,,Baglung
4,narayanai bi ma,chitavana,,Chitwan
1,rashtriya,chitavana,janakapura,Chitwan
4,nepala rashtiya,bara,piparapati pacharauta,Bara
2,ku.ndedhora,baglu~na,nisikhola ga pa,Baglung
1,janapriya,solukhumbu,,Solukhumbu
2,buksa,solukhumbu,,Solukhumbu
3,jumi,solukhumbu,,Solukhumbu
2,sarasvati,bagalu~na,bagalu~na na pa,Baglung
4,himalaya,solukhumbu,,Solukhumbu
1,gorakhani,solukhumvu,solududhakunda,Solukhumbu
1,chimbu,solukhumbu,likhupike ga pa,Solukhumbu
4,radhakrrishna bhupalamanasimha karki,mora~na,,Morang
2,phorche,solukhumbu,,Solukhumbu
4,tribhuvana,mora~na,,Morang
2,dhamodaya,parbata,,Parbat
3,sagaramatha,parbata,,Parbat
2,lu~nakhani,bagalu~na,,Baglung
2,rudra,dhanakuta,,Dhankuta
2,bala kalyana,bagalu~na,tarakhola,Baglung
2,phulavari,baglu~na,,Baglung
4,janata dhana,baglu~na,amalachaura,Baglung
4,radhakrrishna bhupalamana simha karki,mora~na,viratanagara,Morang
2,shanti bhavana,lamju~na,,Lamjung
2,janajagrriti,solukhumbu,,Solukhumbu
2,pravi,bhaktapura,,Bhaktapur
2,janamukti,vaglu~na,boharagau.n,Nawalpur
4,cheskama,solukhumbu,mahakulu~na,Solukhumbu
3,jhillavira,parvata,,Parbat
4,mahendra shikhari,parvata,baju~na,Parbat
4,jubhi~na,solukhumbu,,Solukhumbu
4,sagaramatha,parvata,vahaki,Parbat
2,karkineta dhu~ngetha.nti parvata,Parbat,,Parbat
2,ra,chitavana,charakilla,Chitwan
1,janaseva,dhanakuta,vajathala,Dhankuta
4,sharada,dhanakuta,hattikharka,Dhankuta
1,nava jagrriti,chitavana,,Chitwan
2,janapriya,parbata,,Parbat
2,nava jagarana,baglu~na,,Baglung
1,kirtanapura,chitavana,madi,Chitwan
2,najakalyana,baglu~na,sukhaura,Baglung
2,machapuchchera,baglu~na,,Baglung
4,janata,baglu~na,paiyuthanthapa pokharibari,Baglung
1,ra,chitavana,,Chitwan
2,buddha,baglu~na,,Baglung
3,nimavi,dhadi~na,,Dhading
2,eshvarya,dhanakuta,sannetara,Dhankuta
4,gramina samajika,dhanakuta,pakhrivasa,Dhankuta
1,manchindra devi,dhanakuta,chauvise ga pa hamela,Dhankuta
4,gajuri pimda,dhadi~na,gajuri,Dhading
2,shibashamkara,dhadi~na,,Dhading
2,kalika,dhadi~na,,Dhading
4,balarani,myagdi,myadi,Myagdi
4,shamkhadevi,dhadi~na,,Dhading
2,ne ra,parsa,madhavala,Parsa
4,ma pu,parsa,bagadi,Parsa
2,ne ra,parsa,maniyari,Parsa
4,mahendra,parbata,,Parbat
4,suurya,parvata,hoshra~nadi,Parbat
1,rashtriya,tanahu.n,devaghata,Tanahun
3,jayanti,navalaparasi,jahada ghaneva,Nawalparasi
4,pragati,navalaparasi,,Nawalparasi
4,mavi,da~na,balapura tulasipura,Dang
2,yuva vashai,parsa,,Parsa
3,ne ra,parsa,bhauratara,Parsa
2,ne ra,parsa,vigavaniya,Parsa
2,nabaratna,parbata,,Parbat
4,bagabachchala,dhadi~na,,Dhading
4,kumari devi,dhadi~na,jyamaru~na,Dhading
2,nepala loka seva,navalaparasi,,Nawalparasi
1,kumaravarti,navalaparasi,,Nawalparasi
1,durga,navalaparasi,gaimdakota va su purva,Nawalparasi
2,vishnau udaya,inavalaparasi,,Nawalparasi
3,janaka,parbata,,Parbat
2,lakuri,parbata,,Parbat
2,jharagau.n,tanahu.n.n,,Tanahun
2,tara,tanahu.n.n,dharamapani,Tanahun
2,bhume,parbata,,Parbat
4,rama,dhanakuta,pakhrivasa,Dhankuta
2,janajagrriti,navalaparasi,,Nawalparasi
2,shri barahi,palpa,,Palpa
2,shahida lakhanatha,palpa,virakota,Palpa
4,devachuli,navalaparasi,,Nawalparasi
1,janasahayoga,dailekha,,Dailekh
2,alama,palpa,,Palpa
4,bhairava,dailekha,,Dailekh
4,raghu,tanahu.n.n,,Tanahun
2,setigamga,tanahu.n,,Tanahun
2,malika,parbata,,Parbat
2,shiddhababa,parbata,,Parbat
4,kalika,tanahu.n.n,,Tanahun
2,benimitra,tanahu.n.n,vyasa na pa,Tanahun
2,ne ra,parsa,sikari ba,Parsa
1,balabhadra,tanahu.nu.n,bhimada,Tanahun
2,thainadebi,dailekha,,Dailekh
2,shamkara,tanahu.n.n,rrishi~nga ga pa,Tanahun
4,arunaodaya,tanahu.n,,Tanahun
3,karmada,tanahu.n,,Tanahun
1,narayana,dailekha,purano bajara,Dailekh
4,malika,dailekha,,Dailekh
2,da.nphe,dailekha,dasharathe narayana na pa,Dailekh
2,guthi phachya~na,tanahu.n,,Tanahun
2,shri narayana nepala rashtiya,dailekha,,Dailekh
1,mashta,dailekha,mashtasthana bhairabi ga pa,Dailekh
1,batti,dailekha,,Dailekh
4,mavi,dailekha,,Dailekh
2,nepala rashtiya,dailekha,uma,Dailekh
2,bhairaba,dailekha,narayana,Dailekh
2,barahasthana,dailekha,gu.nrasa ga pa,Dailekh
4,vijaya,dailekha,dullu,Dailekh
4,ne ra,surkheta,,Surkhet
1,avi,dailekha,,Dailekh
4,maisthana vidyapitha,parsa,viragamja,Parsa
4,sharada,gorakha,palu~natara,Gorkha
4,himalaya,dailekha,tijako da.nda chamunda vindasaini na pa,Dailekh
1,janata,dailekha,jumlesala,Dailekh
2,bhavani,dailekha,toli,Dailekh
2,dipa shishu,dailekha,,Dailekh
2,ne ra,parsa,nirmala vasti,Parsa
3,harade,parsa,,Parsa
2,srrijana,tanahu.n,,Tanahun
4,janata,dailekha,,Dailekh
4,mahadeva,dailekha,metalpata,Dailekh
4,samskrrita,dhadi~na,,Dhading
2,jaganatha,dailekha,salleri,Dailekh
4,balavodha,kathamandau,bhimadhu~nga,Kathmandu
2,ne ra,auraha,,Rautahat
4,prrithvi,tanahu.n,bhimada na pa,Tanahun
4,kanyadevi,tanahu.n,,Tanahun
2,purnima,tanahu.n.n,,Tanahun
1,nepala rashtiya,parsa,,Parsa
2,nepala rashtriya,parsa,jagaranathapura,Parsa
4,vitomahato,parsa,,Parsa
4,mahaevani padama,parsa,rajigamja,Parsa
4,mavi,parsa,dokaula,Parsa
2,pravi,parsa,,Parsa
2,shanti sirjana,parsa,,Parsa
2,bala kumari,makavanapura,,Makwanpur
2,ne ra,parsa,janakitola,Parsa
2,ne ra,myagdi,vijamiya,Myagdi
1,nepala rashtriya,parsa,jayamamgalapura,Parsa
2,nepala rashtriya,parsa,sarasvatinagara,Parsa
2,ne ra,samthi,,Sarlahi
4,ne ra lakshmana saha chandra jyoti,parsa,ramgapura,Parsa
1,ne ra,parsa,harapura,Parsa
4,mavi,parsa,,Parsa
4,nepala rashtiya,parsa,nagava viragamja,Parsa
2,pravi,parsa,gahava,Parsa
3,ne ra,parsa,belava,Parsa
3,pragatishila milijuli,dolakha,babare,Dolakha
2,pravi,dolakha,,Dolakha
4,kshatravati,dolakha,,Dolakha
4,jiri,dolakha,,Dolakha
2,chetpu,dolakha,,Dolakha
2,baba baidhanatha,parsa,gadhaiya,Parsa
2,ramasurata simha ne ra,parsa,,Parsa
4,nepala rashtiya,bara,sisahaniya,Bara
2,gharmashala,dolakha,,Dolakha
2,shivalaya,dolakha,gaurishamkara,Dolakha
2,harisiddhi,dolakha,,Dolakha
4,maneda.nda,dolakha,,Dolakha
4,mavi,dolakha,,Dolakha
1,navajyoti,dolakha,suri,Dolakha
1,nepala skauta,parsa,itiyahi,Parsa
2,pravi,kabhrepalanchoka,,Kavrepalanchok
2,pravi,jakhani,,Arghakhanchi
1,sarasvati,sindhuli,,Sindhuli
2,sakhuvati ne ra,parsa,,Parsa
2,pravi,khurkota,varaha,Khotang
2,valalahari,sindhuli,,Sindhuli
1,dhapakali,sindhuli,dhapa balajora,Sindhuli
4,shiddha,sindhuli,kotagau.n ramite sunakoshi ga pa,Sindhuli
2,jagadamba,dhanakuta,,Dhankuta
2,siladebi,tanahu.n,,Tanahun
2,gura.nse,dhanakuta,pakhribasa,Dhankuta
4,pamchakrrishna,dhanakuta,khoku,Dhankuta
4,mamgala,parsa,,Parsa
2,ne ra,parsa,sabaiya tari,Parsa
2,ne ra janajati,parsa,,Parsa
2,nepala rashtriya,parsa,chaukiya bairiya,Parsa
4,janata,sarlahi,padariya pachavari,Sarlahi
2,bageshvari,dhadi~na,,Dhading
2,nera,parsa,,Parsa
4,ne ra sitarama mahato,parsa,,Parsa
1,bala mamdira,parsa,viragamja,Parsa
4,sukai saha,parsa,,Parsa
4,kalika,kalikota,ra.nchuli,Kalikot
3,sarasvati,kalikota,,Kalikot
1,vishva jyoti,bardiya,rajipura,Bardiya
1,kalidevi,ramechapa,,Ramechhap
4,vilata vauku,dhanusha,madana kamala na pa,Dhanusha
0,kayrri dachata mugu,Dhankuta,,Dhankuta
2,janasevi,bardiya,ba.nsagadhi na pa,Bardiya
2,nava adarsha,mugu,,Mugu
4,kalika,mugu,vi shrikota,Mugu
4,kalika,bhaktapura,nagarakota,Bhaktapur
4,pa~nchakanya,bhaktapura,,Bhaktapur
1,rama,bhaktapura,,Bhaktapur
4,kshetrapaleshvari,sindhupalchoka,,Sindhupalchok
1,kamaladevi,sindhupalchoka,simle,Sindhupalchok
4,gaumati,sindhuli,,Sindhuli
4,bhanu,arghakha.nchi,panini ga pa maidana,Arghakhanchi
4,virendra,arghakha.nchi,,Arghakhanchi
1,araniko,arghakha.nchi,argha gachchegaira,Arghakhanchi
4,gaura,arghakha.nchi,thada,Arghakhanchi
2,lakshmi,dolpa,da.nda gau.n rassi,Dolpa
1,chandananatha,dolpa,haerta,Dolpa
2,lekha natha,dolpa,karelida.n,Dolpa
2,shitala,dolpa,rukha,Dolpa
4,jyoti,khota~na,rajapani khamtela,Khotang
3,sarada,khota~na,,Khotang
4,simha devi,khota~na,,Khotang
2,chanjyoti,jajarakota,,Jajarkot
3,indradhanusha,jajarakota,laha.n pokhara,Jajarkot
2,rauta,udayapura,,Udayapur
4,lakshmi,mora~na,damgraha,Morang
4,suryaedaya,salyana,,Salyan
4,nepala rashtriya,salyana,kapurakota,Salyan
1,buddha,salyana,,Salyan
3,amara shahida gamgalala,salyana,,Salyan
2,sarasvati,da~na,govaradiha,Dang
2,dipa srrijana,salyana,,Salyan
1,janata,salyana,,Salyan
4,mahendra,salyana,majhaka.nda,Salyan
2,ne ra,da~na,,Dang
2,khagendra,salyana,cha.nyakshetra ranagau.n,Salyan
2,tha~nadora,rasuva,,Rasuwa
4,kalika,dolpa,,Dolpa
1,kasturi,dolpa,tripurasundari,Dolpa
4,annapurna,dolpa,,Dolpa
2,munamadana,dolpa,chamchu,Dolpa
2,bhanubhakta,dolpa,,Dolpa
1,sayapatri,dolpa,,Dolpa
2,divyajyoti ra,chitavana,,Chitwan
4,jaya kalika,bardiya,badhaiyatala,Bardiya
4,rasuva,rasuva,dhunche,Rasuwa
1,jyoti,dolpa,ruma tripurakota,Dolpa
1,yachi,dolpa,,Dolpa
1,shubhakamana,dolpa,raha,Dolpa
2,lokila,rasuva,,Rasuwa
2,pra~nashe,rasuva,,Rasuwa
1,karuma ya~nga,rasuva,uttaragaya,Rasuwa
4,mavi,mahottari,sahasarama manarashisava,Mahottari
2,ne ra,surkheta,vanali,Surkhet
2,sarasvati,surkheta,surkheta,Surkhet
4,bala udaya,rolpa,,Rolpa
4,sarasvati,rolpa,daiva~na pa~na,Rolpa
4,sunnani,pyuthana,,Pyuthan
4,janajyoti,rolpa,gajula,Rolpa
2,palepa,rasuva,,Rasuwa
3,shukra,rolpa,,Rolpa
2,ne ra,rolpa,,Rolpa
4,bala vikasa,da~na,,Dang
2,shri,salyana,kudule,Salyan
4,dudhadhari,kapilavastu,gugauli,Kapilbastu
3,shri,kapilabastu,,Kapilbastu
1,bala kalyana,rolpa,balava~na,Rolpa
4,janata,kapilavastu,banagamga na pa,Kapilbastu
2,sirjanasila,da~na,,Dang
4,balashiksha,rolpa,,Rolpa
2,janata,rautahata,motipura,Rautahat
1,subhadra janata,kapilavastu,sisahaniya.n,Kapilbastu
2,raghunatha,kapilavastu,,Kapilbastu
2,siddha,rolpa,gamgadeva ga pa,Rolpa
2,pravi,rolpa,thunikota,Rolpa
2,basundhara,rolpa,,Rolpa
1,pitaraja,rolpa,,Rolpa
2,pravi,da~na,thapapani,Dang
2,ra ni jyoti,rolpa,,Rolpa
2,gamga,rolpa,,Rolpa
3,ne ra,rolpa,,Rolpa
4,narayana,ilama,,Ilam
3,sarasvati,tanahu.n,,Tanahun
2,himalaya,da~na,,Dang
2,janashramika,da~na,tulasipura,Dang
4,dharmavati,gorakha,chopraka,Gorkha
4,simhadevi,ilama,phakaphokathuma,Ilam
4,sarvajyoti,tanahu.n.n,vyasa,Tanahun
4,jana jagrriti,bara,,Bara
4,nepala rashtriya,bara,jitapurasimara,Bara
4,mahendrodaya,ilama,ma~nasebu~na gajuramukhi,Ilam
1,mahamaya,ilama,,Ilam
4,suryodaya,gorakha,dhyalchoka,Gorkha
4,guheyeshvari vala shiksha,kathamadaau,,Kathmandu
4,maipokhari,ilama,,Ilam
4,krrishnashrama,ilama,suryodaya na pa,Ilam
1,bhagavati siddha,ilama,,Ilam
2,jana,ilama,,Ilam
4,shyambala,ilama,maimajhuva,Ilam
4,sharada,ilama,puvamajhuva,Ilam
1,maluma,ilama,maluma suryodaya na pa,Ilam
1,kalika,tanahu.n.n,,Tanahun
1,indramala,okhaladhumga,chakaldhumga,Okhaldhunga
3,gramonnati,okhaladhuga,khalte,Okhaldhunga
4,bhimasenasthana,okhaladhumga,narmadeshvara,Okhaldhunga
3,navajivana,okhaladhumga,,Okhaldhunga
4,niketana,okhaladhumga,madhavapura,Okhaldhunga
3,netrodaya,bara,yojanatola nijagadha,Bara
4,ne ra,bara,vi matiarva,Bara
4,kamala,sindhuli,kamalamai na pa dhumgrevasa,Sindhuli
4,janajyoti,da~na,tuhi raniyapura,Dang
2,shivasundara,tanahu.n.n,,Tanahun
2,ne ra,ba.nke,matanapurva,Banke
1,avi,ba.nke,salyani baga nepalagamja,Banke
3,jyoti,ba.nke,vanakatava,Banke
4,janakalyana,ba.nke,,Banke
1,nepala rashtriya pashupati,bardiya,rajapura,Bardiya
2,surya,tanahu.n.n,dhoraphirdi lokatitara,Tanahun
4,baraha kalika,dhadi~na,,Dhading
4,vishva rashtiya,kathamadaum,kirtipura,Kathmandu
1,satathara,dhadi~na,,Dhading
2,j~nanapunraodaya,ba.nke,,Banke
4,simhadevi,ilama,suryodaya,Ilam
4,mahendra,achama,,Achham
2,nepala rashtriya krrishna,ba.nke,narainapura,Banke
2,mahadeva,da~na,,Dang
2,bhanubhakta,rolpa,,Rolpa
1,janajyoti,da~na,lamahi na pa,Dang
2,ratri,da~na,pipari,Dang
2,pravi,Rukum,syalakhola,Rukum Purba
4,jayanarayana adarsha,pa.nchathara,phalgunanda ga pa,Panchthar
4,sirija~na,pa.nchathara,,Panchthar
2,umakunda,ramechapa,,Ramechhap
1,nepala rashtriya,bara,pipravirta,Bara
4,nepala rashtriya,bara,vishramapura ga pa itiyahi,Bara
4,durga,pa.nchathara,sara~nda.nda,Panchthar
2,pravi,Rukum,da~ndu~nage,Rukum Purba
4,dipendra,da~na,manapura,Dang
2,pravi,Rukum,rokajakheta,Rukum Purba
2,pravi,Rukum,goiri,Rukum Purba
1,sarasvati,pashchima,musikota na pa rukuma,Rukum Paschim
4,jalasimha,pa.nchathara,phalgunanda,Panchthar
1,jagrriti,pa.nchathara,,Panchthar
