School_level_transliterated,School_name_transliterated,Potential_district_transliterated,Location_1_transliterated,Matched_District
2,navaj~nana niketana,nuvakota,dupcheshvara,Nuwakot
1,bachchala,nuvakota,,Nuwakot
1,nirgubhume,nuvakota,suryagadhi,Nuwakot
1,hilche,nuvakota,,Nuwakot
4,mavi,rolpa,chiudara,Rolpa
1,namuna janaseva,sindhupalchoka,,Sindhupalchok
1,nepala rashtriya,ba.nke,kohalpura,Banke
2,nepala rashtriya,ba.nke,jam si pu,Banke
4,sarasvati namuna,tapleju~na,atharai triveni,Taplejung
1,adarsha vidya mandira,sindhupalchoka,chautara sa.ngachokagadhi na pa,Sindhupalchok
1,shiddhanatha praj~na,doti,,Doti
1,mashteshvari,doti,,Doti
1,naryala,doti,,Doti
1,dipendra,jhapa,shivasatakshi na pa,Jhapa
2,chapramari,jhapa,,Jhapa
1,kalika,kabhrepala~nchoka,mandanadeupura na pa,Kavrepalanchok
2,janaadhara,bardiya,madhuvana na pa,Bardiya
1,bhagavati,darchula,pida amkura lekama,Darchula
1,bhumiraja,baitadi,,Baitadi
4,lakshmidevi,sindhupalchoka,balephi ga pa,Sindhupalchok
4,vishnu charana shreshtha,siraha,,Siraha
2,janajagrriti,Kavrepalanchok,bhumlu,Kavrepalanchok
1,danavaga amarajyoti,doti,,Doti
1,chadala,doti,,Doti
1,giddheshvara,parvata,jalajala,Parbat
4,rashtriya,chitavana,bharatapura,Chitwan
2,janajagrriti,Kavrepalanchok,namobuddha,Kavrepalanchok
4,nepala rashtriya,bardiya,ba.nsagadhi,Bardiya
4,janajyoti,jhapa,gaairadaha,Jhapa
1,aruna,ba.nke,,Banke
4,kamalapura,baitadi,kotiga.nu melauli na pa,Baitadi
3,samaiji,kailali,,Kailali
2,gautama buddha,kabhrepala~nchoka,namobuddha na pa,Kavrepalanchok
1,ishvara,baitadi,dobara,Baitadi
1,malikarjuna,darchula,bhida naugada,Darchula
4,satyavadi,baitadi,vijayapura,Baitadi
4,kedarashila,baitadi,,Baitadi
2,ni~ngalasaini,baitadi,negau.n,Baitadi
4,ghatala,baitadi,dilasaini ga pa,Baitadi
1,janachetana,arghakha.nchi,,Arghakhanchi
1,avi,ramechapa,betini manthali,Ramechhap
1,kalika ishvari,ramechapa,,Ramechhap
4,bhumiraja,baitadi,,Baitadi
1,nepala rashtriya,parsa,apauni,Parsa
1,bhuvaneshvara natha,parsa,itiyahi,Parsa
1,rashtriya,dhanusha,lavatoli,Dhanusha
1,malikarjuna,darchula,jhusku,Darchula
1,avi,da~na,chaklighata,Dang
2,karnababa,ba.nke,,Banke
1,avi,udayapura,murme,Udayapur
1,janashakti,udayapura,barre gadhi ga pa,Udayapur
1,janavishvasa,udayapura,maini belaka na pa,Udayapur
1,avi,udayapura,rakche barabote belaka na pa,Udayapur
1,damva rudreshvara mata pita,udayapura,katari na pa,Udayapur
4,janavikasa,udayapura,bhima,Udayapur
4,piparachauri,darchula,,Darchula
1,kedaranatha,darchula,vitthada lekama,Darchula
1,basantapura,darchula,nvalapani,Darchula
1,durga latinatha,darchula,maikholi,Darchula
1,avi,darchula,ba.nja,Darchula
1,jogeuda,darchula,jogeuda,Darchula
1,tamairaja,darchula,budhakota lekama,Darchula
1,baladeva,mora~na,kanepokhari ga pa,Morang
1,harishchandragadhi,mora~na,sunavarshi,Morang
1,doriya,mora~na,ratuvamari,Morang
4,mahadeva,kailali,gaurigamga na pa,Kailali
1,laligura.nsa,baitadi,,Baitadi
2,bhumesthana,kabhrepala~nchoka,,Kavrepalanchok
2,pravi,da~na,khumakota,Dang
1,janakalyana chetana,mora~na,,Morang
3,janajyoti,sindhuli,hakapara,Sindhuli
2,navajyoti,sindhuli,,Sindhuli
1,avi,sindhuli,khanigau.n,Sindhuli
4,sarasvati,sindhuli,hilepani tinapatana ga pa,Sindhuli
1,kamaneshvari,sindhuli,la~nagura dobhana,Sindhuli
4,gramakali,sindhuli,,Sindhuli
1,santoshi,sindhuli,bhalutara da.nda,Sindhuli
1,kamala janajyoti,sindhuli,,Sindhuli
4,janahita,sindhuli,,Sindhuli
1,ekata,arghakha.nchi,,Arghakhanchi
1,kamala,sindhuli,bhatahi dudhauli na pa,Sindhuli
1,janajagrriti,sindhuli,rajavasa dudhauli na pa,Sindhuli
4,sarasvati,parsa,,Parsa
2,rashtriya,parsa,pathashala,Parsa
1,navakanya,sindhupalchoka,,Sindhupalchok
1,dipendra,achama,bannigadhi ga pa,Achham
2,narendra,ba.nke,,Banke
1,kailapala,baitadi,purchaudi na pa,Baitadi
1,lukla,solukhumbu,khumbu pasa~nalhamu ga pa,Solukhumbu
1,simhadevi,solukhumbu,mapya dudhakoshi ga pa,Solukhumbu
1,chepela,solukhumbu,sota~na ga pa,Solukhumbu
1,setidevi,solukhumbu,,Solukhumbu
1,goli,solubumbu,likhupike ga pa,Solukhumbu
4,janaseva,solukhumbu,,Solukhumbu
1,vidyadatri,solukhumbu,chaulakharka,Solukhumbu
4,bhumeshvari,solukhumbu,,Solukhumbu
0,gaurishamkara gurukula vidyashrama solukhumbu,Solukhumbu,,Solukhumbu
1,dibya jyoti,chitavana,,Chitwan
4,batase,sindhupalchoka,,Sindhupalchok
4,siddheshvara,ramechapa,umakunda ga pa,Ramechhap
2,barahi,doti,,Doti
2,bhume,lamju~na,,Lamjung
1,siddhabhagavati,dadeldhura,,Dadeldhura
4,setidevi,dolakha,,Dolakha
1,tashi chime gachala gumba,dolakha,,Dolakha
4,divyashvari,dolakha,kali~nchoka ga pa,Dolakha
1,avi,siraha,sanachiraiya,Siraha
1,avi,sindhuli,pataba.nsa ghya~nakhela ga pa,Sindhuli
2,janasevi,sindhuli,gaurithaple,Sindhuli
2,bhattarakunda,da~na,,Dang
1,nibugau.n,sindhupalchoka,melamchi,Sindhupalchok
4,someshvara,baitadi,,Baitadi
1,rauleshvara ghattepatthara,baitadi,khalidada surnaya,Baitadi
2,bhairavajanata,dhanusha,vikramapura,Dhanusha
2,araniko sadharana tatha,dolpa,dhika mavi,Dolpa
1,tamrakaushika,dolakha,kali~nchoka na pa malepu,Dolakha
4,jalpashvari,dolakha,,Dolakha
2,siddheshvara,dolakha,tamakoshi lamatara,Dolakha
4,magapauva,dolakha,shailu~na ga pa,Dolakha
1,kalidevi,dolakha,melu~na na pa,Dolakha
2,setidevi,dolakha,jiri na pa shyama,Dolakha
1,pathibhara bhumeshvara,dolakha,jiri na pa,Dolakha
4,thulopatala,dolakha,jiri na pa,Dolakha
4,shobha,baitadi,kalauna deumada,Baitadi
1,virabhadra,bardiya,,Bardiya
1,marpaka pokhara,dhadi~na,,Dhading
3,nimavi,dhadi~na,archoka avi netravati dabajo~na ga pa,Dhading
4,bhuvaneshvari,dhadi~na,jvalamukhi ga pa,Dhading
1,sarasvati,rasuva,gosaikunda,Rasuwa
1,bhumisthana,dhadi~na,,Dhading
1,khaireni,dhadi~na,dhunibeshi na pa,Dhading
4,bhanubhakta,dhadi~na,gajuri ga pa,Dhading
1,shiladevi,dhadi~na,,Dhading
1,duva~nga,dhadi~na,,Dhading
1,janajyoti,dhadi~na,tripurasundari ga pa,Dhading
1,buddhakirana,Kavrepalanchok,,Kavrepalanchok
2,bhumiraja,dadeldhura,navadurga,Dadeldhura
2,rashtriya,dhanusha,navatoli vaheda,Dhanusha
1,lokhadi,baitadi,dadakhali talladehi,Baitadi
2,bhrrikuti,kailali,,Kailali
2,baraha kshetra,rolpa,,Rolpa
2,pashupati,rolpa,,Rolpa
2,dahadada,rolpa,,Rolpa
4,siddhartha,rolpa,,Rolpa
4,shukra,rolpa,jhumlu~na nuvagau.n,Rolpa
1,chandrodaya,rolpa,madi enaba~na,Rolpa
4,janajyoti,rolpa,lu~ngri,Rolpa
2,janasahabhagita,rolpa,jhimpo dahava~na,Rolpa
2,vageshvari,rolpa,rolpa na pa,Rolpa
4,dipendra,rolpa,,Rolpa
2,pa.ndhera,rolpa,,Rolpa
1,jyoti,rolpa,lu~ngri,Rolpa
2,vi pi madana smrriti,achama,kamalavajara,Achham
1,nandamata,achama,bannigadhi nagaradarna,Achham
1,janata,achama,sa.nphe na pa,Achham
1,dhravatara,achama,chaurapati ga pa,Achham
1,thapi narayana,sindhupalchoka,sunakhani,Sindhupalchok
1,bhumeshvara,baitadi,,Baitadi
1,rashtriya,kailali,joshipura ga pa,Kailali
2,bhakunde,musta~na,musta,Mustang
2,barahathana,baglu~na,jhule galkota,Baglung
1,bhujimahavira,baglu~na,,Baglung
4,khadgajayanti,baglu~na,,Baglung
2,bhagavati,baglu~na,jaimini na pa,Baglung
2,amara,bagalu~na,lamagau.n,Baglung
2,dhorapatana salathana,baglu~na,,Baglung
1,setidevi,sindhupalchoka,chautara sa.ngachokagadhi,Sindhupalchok
2,rudratala,bagalu~na,,Baglung
2,dhanajyoti,baglu~na,,Baglung
2,bhagavati,baglu~na,jalajala sunapokhari talakota,Baglung
2,daga tumda.nda,baglu~na,,Baglung
4,chandisthana,bagalu~na,,Baglung
2,kalika,bagalu~na,hatiya,Baglung
1,j~nanodaya,baglu~na,batakachaura,Baglung
1,gaja,bagalu~na,galakota ga pa,Baglung
3,devisthana,baglu~na,,Baglung
1,ganesha,sindhupalchoka,tripurasundari,Sindhupalchok
2,chandra baraha,baglu~na,boharagau.n,Baglung
2,dhorapatana durgama,baglu~na,bhuji,Baglung
2,bhanubhakta,ramechapa,,Ramechhap
2,devala,achama,mamgalasena,Achham
4,arnakota,bagalu~na,,Baglung
1,dhiri,bagalu~na,,Baglung
2,janaseva,Rukum,,Rukum Purba
2,kevaikhani,baglu~na,,Baglung
2,lakshmi,surkheta,pashupanaula simta ga pa,Surkhet
4,janajagrrita,surkheta,tosra,Surkhet
1,ammarajyoti,surkheta,,Surkhet
2,ne ra,surkheta,malarani,Surkhet
2,nepala rashtriya sarasvati,surkheta,gurbhakota na pa,Surkhet
2,chandra surya nepala rashtriya,surkheta,,Surkhet
2,purnadevi,surkheta,barahatala,Surkhet
2,janata jyoti,surkheta,barahatala,Surkhet
4,bhavani,surkheta,chiurigaira,Surkhet
2,ganesha,surkheta,lokaveshi na pa,Surkhet
4,chandrodaya,surkheta,ramaghata,Surkhet
1,surya,surkheta,,Surkhet
1,avi,saptari,gamahariya pravaha,Saptari
4,rashtriya,dhanusha,sakhuva bajara,Dhanusha
1,nepala rashtriya,parsa,nirmalavasti,Parsa
4,devathala,baitadi,basku,Baitadi
1,rashtriya,chitavana,ayodhyapuri,Chitwan
1,mahadeba,baitadi,pu na pa mahadebasthana,Baitadi
1,jalakanya,okhaladhumga,jhagarapura,Okhaldhunga
1,sisava,navalaparasi,va su pashchima,Nawalparasi
2,ghinaha,navalaparasi,,Nawalparasi
2,nishani devi,navalaparasi,va su pashchima,Nawalparasi
2,shri kalika,palpa,jhirabha~njya,Palpa
2,siddha,palpa,kachala,Palpa
1,chandika bhavani,palpa,ribdikota,Palpa
2,satyavati,palpa,tinau,Palpa
1,nepala rashtiya,parsa,ramapura jasauli,Parsa
1,avi,saptari,baramajhiya kam~nchanarupa na pa,Saptari
1,dembahila,okhaladhumga,khijidemba ga pa,Okhaldhunga
4,khanigau.n,palpa,baganasakali,Palpa
1,machchendradevi,palpa,rainadevi chahara,Palpa
2,adarsha,palpa,ribdikota dambaka,Palpa
1,vi pi,doti,shikhara na pa,Doti
2,rashtriya,saptari,majhau kalyanapura,Saptari
1,arunodaya,doti,,Doti
1,satyadevi,dhadi~na,khaniyabasa ga pa,Dhading
1,khadgadevi,dhadi~na,,Dhading
1,lasa~narpo,dhadi~na,,Dhading
4,gobarddhana bairagi janata,saptari,vi,Saptari
4,vijuva,bagalu~na,,Baglung
1,salakanya devi,sindhupalchoka,,Sindhupalchok
3,sarasvati,bajha~na,,Bajhang
1,redapanda valajyoti,nuvakaeta,,Nuwakot
2,rgaureshvara,nuvakota,,Nuwakot
1,janata,saptari,inarva hanumananagara kamkalini na pa,Saptari
1,vageshvari,nuvakota,tarakeshvara majuva,Nuwakot
2,siddhi ganesha,nuvakota,,Nuwakot
4,tinadhare pipalada.nda,nuvakota,vidura,Nuwakot
2,siladevi,nuvakota,,Nuwakot
2,rashtriya,saptari,dighiya,Saptari
1,jagrriti jvaladevi,nuvakota,suryagadhi,Nuwakot
4,bhuvaneshvari,salyana,sharada na pa,Salyan
1,pa~nchakanya,salyana,triveni ga pa,Salyan
2,amara prakasha,salyana,,Salyan
2,mahadeva,salyana,,Salyan
2,bhairavi,salyana,vanagada kupinde,Salyan
1,bala upakara,salyana,,Salyan
2,lakshmi,lamaju~na,marsya~nadi segle,Lamjung
2,sharada,salyana,kurala,Salyan
1,prakrritika,salyana,,Salyan
2,vasuka,salyana,,Salyan
3,govrahi,salyana,durumakhola,Salyan
2,sarasvati,salyana,sharada na pa,Salyan
2,jaladhara,dolakha,,Dolakha
4,sthanapati,ramechapa,,Ramechhap
4,janata,saptari,ramanagara,Saptari
1,lilaja thakura,saptari,hanumananagara kamkalini na pa,Saptari
1,avi,udayapura,hardeni chilaune,Udayapur
2,rashtriya,saptari,kajara jhutaki,Saptari
2,sigasa,dadeldhura,,Dadeldhura
2,shishu seva,dhanakuta,sahidabhumi ga pa,Dhankuta
1,manakamana,Syangja,viruva ga pa,Syangja
4,pablika ekedemi,Syangja,bhirakota dhapuka,Syangja
1,ramanadidhama samskrrita garukulam,Syangja,,Syangja
2,navadurga,Syangja,,Syangja
1,siddhamandali,Syangja,,Syangja
2,navajyoti,bardiya,,Bardiya
1,balavarsha,Syangja,bhirakota na pa,Syangja
4,sarvodaya,parvata,,Parbat
2,shivashatti,Syangja,,Syangja
1,adarsha,Syangja,,Syangja
1,rogdi tha.nti,Syangja,,Syangja
1,avi,rautahata,banjaraha,Rautahat
2,rudreshvara,dadeldhura,sukalikheta,Dadeldhura
3,nimavi,sindhuli,ka.nshikharka purano jha.ngajholi,Sindhuli
4,dahathuma,Syangja,bhirakota,Syangja
1,janavalakalyana,Syangja,,Syangja
2,lakshmi,Syangja,,Syangja
2,sarasvati,sindhuli,hilepana,Sindhuli
4,ratnagamga,sindhuli,,Sindhuli
4,simhakali,solukhumbu,timla,Solukhumbu
2,pravi,sarlahi,mohanagamja nokailva,Sarlahi
4,janata,jhapa,mechinagara,Jhapa
2,situmari,jhapa,,Jhapa
1,namuna,jhapa,buddhashanti,Jhapa
2,bhanubhakta,jhapa,jhapa ga pa raehimari,Jhapa
2,jagadamba,jhapa,jhapa ga pa,Jhapa
1,siddhadevi,jhapa,kamala ga pa,Jhapa
2,janata,jhapa,garamani,Jhapa
1,kalika,jhapa,mechinagara,Jhapa
2,navajyoti,jhapa,arjunadhara,Jhapa
2,gauri,jhapa,gaurigamja ga pa,Jhapa
4,tha~napala bhyali,sindhupalchoka,,Sindhupalchok
4,prabhakara,salyana,vanagada kupinde,Salyan
1,shivashakti,palpa,,Palpa
4,himali,jhapa,kanakai na pa,Jhapa
2,adharabhuta,ilama,,Ilam
1,siddhadevi sarasvati,ilama,,Ilam
1,patapura,ilama,ro~na ga pa,Ilam
1,adarsha buddha,ilama,,Ilam
4,sirise,ilama,,Ilam
2,valakalyana,ilama,,Ilam
2,balakalyana,ilama,sulubu~na,Ilam
1,lakshmi,ilama,,Ilam
1,janahita,dailekha,du~ngeshvara,Dailekh
1,siddhartha,dailekha,bhuvatakura chamunda vindrasaini,Dailekh
1,kopila,dailekha,mahabu ga pa,Dailekh
4,gaidavaja,dailekha,,Dailekh
1,pathaki nepala rashtriya,dailekha,rajya ba.nsi,Dailekh
1,mahendra,dailekha,chepte timure,Dailekh
1,nepala rashtiya,dailekha,mahavu,Dailekh
1,nepala rashtriya,dailekha,dullu na pa,Dailekh
3,namadeva,bajha~na,maulali,Bajhang
1,pablika,tehrathuma,,Tehrathum
1,narayana,tehthuma,archale,Tehrathum
4,banchichaura,bajha~na,chavisapathibhera ga pa,Bajhang
1,balaniku~nja,tehrathuma,phedapa ga pa,Tehrathum
2,pathibhara,tehrathuma,,Tehrathum
2,balodaya,bajha~na,barila,Bajhang
2,siddheshvari,tehrathuma,,Tehrathum
1,sarasvati bha~nja~na,tehrathuma,atharai ga pa,Tehrathum
2,pa~navoche,solukhumbu,,Solukhumbu
1,nepala rashtriya,pyuthana,svargaddhari na pa,Pyuthan
4,bagishvari,pyuthana,,Pyuthan
2,jana kalyana,pyuthana,,Pyuthan
2,shishu kalyana,pyuthana,pyuthana na pa,Pyuthan
2,annapurna balu,pyuthana,nauvahini ga pa,Pyuthan
2,bala sudhara dhana mina,pyuthana,airavati,Pyuthan
2,balasudhara dhana mina,pyuthana,,Pyuthan
1,nepala rashtriya,pyuthana,buktichaura,Pyuthan
2,valashiksha,pyuthana,,Pyuthan
2,amara,pyuthana,,Pyuthan
2,adhara,pyuthana,,Pyuthan
3,nimavi,sindhuli,deukida.nda ratnavati,Sindhuli
1,avi,sindhuli,hirdi~na dhurada.nda golanjora ga pa,Sindhuli
1,sarasvati,pa.nchathara,miklaju~na,Panchthar
4,vidya arjana,pa.nchathara,,Panchthar
1,siddha sarasvati,pa.nchathara,phalgunanda ga pa,Panchthar
1,himala jyoti,pa.nchathara,miklaju~na,Panchthar
4,arubote,pa.nchathara,,Panchthar
1,lalabahadura,pa.nchathara,phalgunanda ga pa,Panchthar
1,simhavahini,pa.nchathara,a~nna salleri,Panchthar
2,j~nava baletakshara,gulmi,,Gulmi
2,pratibha,gulmi,ruru kshetra ga pa,Gulmi
1,ka~nke deurali,gulmi,,Gulmi
2,bharati,gulmi,,Gulmi
4,chanairaja,baitadi,badiya.n shrikota,Baitadi
1,ranipokhari,gulmi,resu~nga,Gulmi
1,gahatera,gulmi,isma ga pa,Gulmi
2,shri bhagavati,gulmi,,Gulmi
4,janasahayoga,gulmi,resu~nga,Gulmi
4,balithuma narahari kandela,gulmi,,Gulmi
2,resu~nga,gulmi,resu~nga na pa,Gulmi
2,thadadhua,gulmi,,Gulmi
2,toladi,gulmi,,Gulmi
2,valachetana,gulmi,nayamgamu,Gulmi
2,ddha.nga,gulmi,,Gulmi
2,majhi,gulmi,gulmidaravara,Gulmi
2,baraha,gulmi,,Gulmi
4,janajyoti,rolpa,sunilasmrriti ga pa,Rolpa
4,palukha,gulmi,isma ga pa,Gulmi
2,kapre pokhari,Gorkha,,Gorkha
2,gauri shamkara,gulmi,neta hamsara,Gulmi
2,srrijana,gulmi,,Gulmi
1,kalika,gulmi,satyavati,Gulmi
4,raghuphedi,gulmi,,Gulmi
2,bamgha,gulmi,,Gulmi
1,bala vikasa,gulmi,,Gulmi
1,timurakharka,gulmi,madane ga pa,Gulmi
2,janata,gulmi,khajya~nga,Gulmi
2,tu~natolakota,gulmi,,Gulmi
2,hira bhavana,gulmi,chandrakaeta ga pa rupakota,Gulmi
2,tolakota,gulmi,khadgakota,Gulmi
4,sharada vidya mandira,gulmi,vami maidana,Gulmi
2,janakalyana,gulmi,,Gulmi
2,manakamana,gulmi,,Gulmi
1,sharada,saptari,jamuni madhera vishnupura ga pa,Saptari
4,mahendra adarsha,gulmi,vamitaksara,Gulmi
1,tribhuvana,navalaparasi,hupsekota va su purva,Nawalparasi
1,janakalyana,navalaparasi,va su purva,Nawalparasi
2,udaya,navalaparasi,baudikali ga pa va su purva,Nawalparasi
4,sharada,navalaparasi,va su purva,Nawalparasi
1,bhagyodaya,navalaparasi,gaidakota na pa va su purva,Nawalparasi
2,janata,mahottari,kaviragama,Mahottari
4,kulliya umme kulsuma lilbanata,parsa,,Parsa
1,rashtriya,mahottari,bhamgaha ramanagara,Mahottari
4,sema nepala rashtriya,mahottari,bardivasa,Mahottari
1,harijana,sunasari,bhokraha narasimha ga pa,Sunsari
2,ratna,sunasari,auravani jhora,Sunsari
1,navadurga,sunasari,barahakshetra na pa,Sunsari
1,jaladevi,sunasari,,Sunsari
4,dugrikhana,baitadi,serileka,Baitadi
2,janakanya,bhojapura,,Bhojpur
2,shiva,bhojapura,amachoka,Bhojpur
2,shaptena,bhojapura,chinamakhu,Bhojpur
1,mamgaladevi,bhojapura,amachoka,Bhojpur
2,raktamala,bhojapura,amachoka,Bhojpur
4,chandreshvara,bhojapura,,Bhojpur
1,janata,bhojapura,amachoka,Bhojpur
3,sum,bhojapura,a pravi shadananda na pa,Bhojpur
2,himalaya,bhojapura,,Bhojpur
2,naulagau.n adarsha,bhojapura,,Bhojpur
2,avatari raksha,bhojapura,,Bhojpur
2,aruna,bhojapura,machuva,Bhojpur
2,janakalyana,bhojapura,thidimkha,Bhojpur
1,simha devi,bhojapura,amachoka,Bhojpur
2,vijaya,bhojapura,charamvi,Bhojpur
4,dipendra,kalikota,,Kalikot
4,sarasvati vidya mandira,bajha~na,mashta,Bajhang
2,bala kalyana,lamaju~na,masya~nadi,Lamjung
1,jana jyoti,mugu,khatyada,Mugu
2,kalidaha,mora,,Morang
1,durga devi,mora~na,,Morang
1,hamsavahini,mora~na,,Morang
1,ahale,mora~na,,Morang
1,janaki,mora~na,golagau.n sunavarshi na pa,Morang
4,phokani,mora~na,dhanapalathana,Morang
2,suryajyoti,mora,,Morang
1,sundara,mora~na,katahari ga pa,Morang
1,shyama,kapilavastu,,Kapilbastu
2,janani,kapilabastu,,Kapilbastu
2,kirana,arghakha.nchi,,Arghakhanchi
4,nepala rashtriya,kapilavastu,,Kapilbastu
1,gabadahava,kapilavastu,,Kapilbastu
1,raghabendra,kapilavastu,,Kapilbastu
1,sirsihava,kapilavastu,sirsihava krrishnanagara na pa,Kapilbastu
2,vishvamaitri,kapilabastu,dohoni,Kapilbastu
2,janata,kapilabastu,barmeli to,Kapilbastu
4,dharmabhakta,kapilabastu,,Kapilbastu
3,devi vipi,kapilabastu,chitauni,Kapilbastu
2,ne ra,kapilabastu,bhagavanapura,Kapilbastu
4,shri bhadra,kapilabastu,,Kapilbastu
1,siddhartha,kapilavastu,yashodhara,Kapilbastu
1,trishakti,kapilavastu,buddhabhumi na pa,Kapilbastu
1,baghamarava,kapilabastu,baghamarava,Kapilbastu
2,pravi,kapilavastu,nevalagamja,Kapilbastu
1,ratna rajya lakshmi,kapilavastu,,Kapilbastu
2,nepala rashtiya,kapilavastu,maharajagamja,Kapilbastu
1,rashtriya,kapilavastu,,Kapilbastu
1,shiva,kapilavastu,,Kapilbastu
2,mulapani,bardiya,,Bardiya
2,buddha vidyapitha,kapilavastu,ramapura,Kapilbastu
1,dharmodaya,mugu,,Mugu
1,avi,mora~na,madhuvani,Morang
2,subhadra janata,kapilavastu,,Kapilbastu
3,amitabha,kapilabastu,baraipura,Kapilbastu
1,chaturbhuji,kapilavastu,vanakasiha,Kapilbastu
2,bala jyati,kapilavastu,banagamga,Kapilbastu
1,avi,kapilavastu,jumila,Kapilbastu
4,mavi,kapilavastu,dhaturagadha shuddhodhana ga pa,Kapilbastu
4,janata,bajura,himali ga pa,Bajura
1,avi,kapilavastu,shivaraja madava,Kapilbastu
4,svatantra,kapilavastu,,Kapilbastu
1,shivalaya,gulmi,madane,Gulmi
1,avi,kapilavastu,tharauli,Kapilbastu
2,lambusagarabuddha,kapilabastu,,Kapilbastu
2,ne ra,kapilabastu,badaki khairati mayadevi,Kapilbastu
1,rashtriya,kapilavastu,simhokhora,Kapilbastu
1,devi,okhaladhuga,,Okhaldhunga
0,bhagavati ma dhava gorkha,Dhankuta,,Dhankuta
4,bhavani,bajha~na,madaukatne,Bajhang
4,purnachandrodaya,bajha~na,thalara,Bajhang
2,sarasvati,gorakha,siranachoka ga pa,Gorkha
1,mahali~nga,bajha~na,durgathali na pa,Bajhang
2,suryodaya,gorakha,siranachoka ga pa,Gorkha
4,surma bhavani,bajha~na,kedarasyu ga pa,Bajhang
2,jalakumari,gorkha,thumi,Gorkha
4,devi jalakumari,gorakha,arughata ga pa,Gorkha
2,devithana,gorakha,simju~na,Gorkha
2,janajyoti,gorakha,shahidalakhana ga pa,Gorkha
4,siddhakali,gorakha,bhimasena thapa ga pa,Gorkha
2,lakpala,gorakha,uhiya,Gorkha
2,batuki,gorkha,,Gorkha
1,shanti,gorakha,go na pa,Gorkha
1,bhadrashila,gorakha,siranachoka,Gorkha
2,sagaramatha,gorakha,palu~natara,Gorkha
4,sharada,pyuthana,,Pyuthan
1,chakravarti,tanahu.n.n,devaghata,Tanahun
2,somajana,tanahu.n.n,vyasa na pa,Tanahun
2,durgamai,lamaju~na,,Lamjung
1,siddhikali,sindhupalchoka,tripurasundari ga pa,Sindhupalchok
4,janajyoti,dadeldhura,parashurama na pa,Dadeldhura
1,jharagau.n,tanahu.n.n,bandipura,Tanahun
4,keshavatara,tanahu.n.n,vyasa,Tanahun
2,bhavani sthana,doti,,Doti
2,shantivarsha,tanahu.n.n,shuklagandaki,Tanahun
2,sarasvati,tanahu.n,bandipura,Tanahun
4,shahida gamga,tanahu.n.n,,Tanahun
2,surya,tanahu.n.n,,Tanahun
1,radhakrrishna,tanahu.n.n,ghiri~na ga pa,Tanahun
2,madarsha gausiya,tanahu.n.n,bhimada na pa,Tanahun
1,mahakali,tanahu.n.n,,Tanahun
2,sunita,tanahu.n.n,bandipura,Tanahun
4,mavi,rautahata,vrrindavana vishramapura,Rautahat
2,goradi,parvata,mahashila,Parbat
2,lakshmi,parvata,modi ga pa,Parbat
4,ambari,parvata,vihadi ga pa,Parbat
2,lakshmibhavana,parbata,,Parbat
2,bala jyoti,parvata,phalevasa na pa,Parbat
1,ganesha,nuvakota,,Nuwakot
2,janachetana,parbata,,Parbat
1,kalika,myagdi,,Myagdi
1,janaki,myagdi,mamgala ga pa,Myagdi
1,suva,myagdi,dana suva,Myagdi
1,thaiba~nga,myagdi,,Myagdi
2,pratinarma,myagdi,,Myagdi
1,chitu~na,Syangja,galya~na na pa,Syangja
4,belahiya,rupandehi,si na pa,Rupandehi
1,sarasvati,rupandehi,butavala,Rupandehi
1,nava durga,rupandehi,daegahara si na pa,Rupandehi
2,biuddha jyoti,rupandehi,,Rupandehi
4,vishnupura,rupandehi,jitapura,Rupandehi
1,roinihava.n,rupandehi,,Rupandehi
1,pashupati,rupandehi,parsa,Rupandehi
2,tyadi,bajha~na,koladu.ngra,Bajhang
1,sarasvati viramaya,kaski,mauja,Kaski
1,salleri,kaski,annapurna,Kaski
1,vala kalyana,kaski,ghachoka,Kaski
1,bhumeshvara,kaski,pokhara,Kaski
1,barahi,kaski,kha.ndaraju~nga,Kaski
1,himalayana,kaski,,Kaski
1,j~nanodaya,kaski,lumle,Kaski
1,himagiri,kaski,machapuchchre ga pa idikhola,Kaski
1,motirama,sunasari,yuddhagamja,Sunsari
2,tishtu~na deurali,makavanapura,,Makwanpur
2,siddhakali,makavanapura,,Makwanpur
1,varemtu~na,khota~na,varemtu~na dipru~na chuichumma,Khotang
2,tinadhare,khota~na,,Khotang
1,siddha,khota~na,,Khotang
2,hira,khota~na,maheshvari,Khotang
2,satsu,khota~na,,Khotang
1,surkedada.n,khota~na,diktela rupakota majhuvagadhi,Khotang
2,pamchakanya,khota~na,,Khotang
2,da.ndakharka,khota~na,varahapokhari,Khotang
1,bhanubhakta,khota~na,barahapokhari,Khotang
4,gamgodaya,khota~na,lamida.nda,Khotang
2,mahendrajyoti,khota~na,,Khotang
1,pa~nchavatidevi,khota~na,halesi tuvachu~na,Khotang
2,hima gamga,khota~na,,Khotang
1,kalika janajagrriti,khota~na,baksila chokhuma,Khotang
2,jageshvari,khota~na,,Khotang
1,sahakala,khota~na,valimkha batase dipru~na ga pa,Khotang
1,siddheshvari,khota~na,,Khotang
2,yuva jyoti,khota~na,,Khotang
4,janaseva,khota~na,,Khotang
4,shiksha jyoti,khota~na,chautara jantedhu~nga,Khotang
4,janavikasa,khota~na,saunechaura,Khotang
1,valavalika,khota~na,karkale diktale rupakota majhuvagadhi na pa,Khotang
