root_school_name,school_levels,district_id,modified_old_name1,modified_old_name2,modified_local_level
mahadev sthan,avi,37,,,ajirkot rural municipality
mahadevi,pravi,39,maha devi pravi,,sundarbazar municipality
mahakali,avi,45,,,galyang municipality
mahakali,pravi,46,,,devghat rural municipality
mahalaxmi ma vidhalaya,,37,maha laxmi ma vidhalaya,,gorkha municipality
mahalaxmi ma vi,,37,mahalaxmi ma vi,,gorkha municipality
mahamai ebs,,46,,,vyas municipality
maharaja,avi,43,maharaja avi kawasoti,,kawasoti municipality
maharshai vedvyas vedbidhyashram,,46,,,vyas municipality
maharshi gurukul bedbidyashram,,38,,,pokhara metropolitan city
maharshi vedvyas sanskrit ma vi,,46,maharshi bedh byas ma vi,,vyas municipality
maharshi vedvyas vedvidyashram gurukul sanskrit vi,,46,maharshi vedvyas vedvidyashram,,vyas municipality
maharudra,avi,37,maharudra avi,,shahid lakhan rural municipality
maharudra ma vi,,38,,,madi rural municipality
mahashila,pravi,44,,,mahashila rural municipality
mahavir,pravi,42,,,malika rural municipality
mahendra,avi,38,,,annapurna rural municipality
mahendra ma vi,,45,,,chapakot municipality
mahendra adarsha a,,45,,,galyang municipality
mahendra bal bikash ma vi,,39,mahendra bal bikash ma vi,,rainas municipality
mahendra,avi,45,,,biruwa rural municipality
mahendra,avi,45,,,galyang municipality
mahendra,avi,45,,,putalibazar municipality
mahendra,avi,45,,,waling municipality
mahendra,avi,38,mahendra pravi,,rupa rural municipality
mahendra,avi,42,mahendra avi,,dhawalagiri rural municipality
mahendra darshan ma vi,,45,,,galyang municipality
mahendra dev bani,avi,45,,,putalibazar municipality
mahendra dev ma vi,,39,,,marsyangdi rural municipality
mahendra janasahayog,avi,45,jasahayog samudayak avi,,phedikhola rural municipality
mahendra jyoti ma vi,,46,mahedra jyoti ma vi,,ghiring rural municipality
mahendra jyoti ma vi,,37,,,gorkha municipality
mahendra jyoti,pravi,37,,,siranchowk rural municipality
mahendra jyoti,pravi,39,,,dordi rural municipality
mahendra jyoti,pravi,46,,,rishing rural municipality
mahendra jyoti  kuwakot,pravi,43,,,baudikali rural municipality
mahendra jyoti,pravi,39,mahendra jyoti pravi,,rainas municipality
mahendra lila ma vi,,37,,,siranchowk rural municipality
mahendra ma vi,,38,,,pokhara metropolitan city
mahendra ma vi,,42,,,raghuganga rural municipality
mahendra ma vi,,37,,,gorkha municipality
mahendra mandir ma vi,,39,,,sundarbazar municipality
mahendra,pravi,44,,,modi rural municipality
mahendra,pravi,43,,,bulingtar rural municipality
mahendra,pravi,39,mahendra pravi,,rainas municipality
mahendra rastriya,pravi,38,,,pokhara metropolitan city
mahendra ratna ma vi,,42,,,mangala rural municipality
mahendra ratna,avi,42,,,mangala rural municipality
mahendra ma vi,,46,,,myagde rural municipality
mahendra ma vi,,46,,,shuklagandaki municipality
mahendra ma vi,,38,,,machhapuchchhre rural municipality
mahendra ma vi,,38,mahendra ma vi,,pokhara metropolitan city
mahendra ma vi,,36,mahendra ma vi,,galkot municipality
mahendra ma vi,,36,,,bareng rural municipality
mahendra shakti ma vi,,37,mahendra shakti ma vi,,shahid lakhan rural municipality
mahendra shikhari ma vi,,44,,,modi rural municipality
mahendri ganga,pravi,39,,,madhya nepal municipality
mahendri,pravi,39,,,madhya nepal municipality
mahendrodaya,avi,38,,,madi rural municipality
mahendrodaya,pravi,44,,,phalewas municipality
mahendrodaya ma vi,,46,mahendrodaya secndary vi,,rishing rural municipality
maheshwori,pravi,46,,,aanbookhaireni rural municipality
maheshwori ma vi,,38,maheshwori ma vi,,pokhara metropolitan city
mahima ma vi,,45,mahima ma vi,,harinas rural municipality
mai maidan,avi,38,,,rupa rural municipality
mai sewa,avi,38,,,annapurna rural municipality
maidan ma vi,,45,,,phedikhola rural municipality
maina,pravi,37,,,barpak sulikot rural municipality
maisthan,pravi,36,,,badigad rural municipality
maisthan,pravi,36,,,badigad rural municipality
maithum,pravi,37,,,bhimsen thapa rural municipality
maitrerya pathshala the pokhara waldorf vi,,38,,,pokhara metropolitan city
maitri children's academy,,38,maitri children academy,,pokhara metropolitan city
majhakot ma vi,,45,,,waling municipality
majhathar ma vi,,37,majhthar ma vi,,barpak sulikot rural municipality
majhigaun,avi,44,majhi gaun pravi,,phalewas municipality
maji,pravi,43,,,kawasoti municipality
majuwa ebs,,43,,,madhyabindu municipality
makaipur,avi,37,makaipur pravi,,shahid lakhan rural municipality
makanna devi,pravi,38,,,pokhara metropolitan city
malarani,avi,36,malarani avi,,tarakhola rural municipality
malarani,pravi,36,,,badigad rural municipality
malika,avi,42,,,raghuganga rural municipality
malika,avi,44,,,jaljala rural municipality
malika,avi,36,,,baglung municipality
malika  basic,avi,42,malika avi,,malika rural municipality
malika,avi,42,malika pravi,,malika rural municipality
malika devi,pravi,42,,,raghuganga rural municipality
malika janahit ebs,,42,,,mangala rural municipality
malika,pravi,42,,,malika rural municipality
malika,pravi,36,,,taman khola rural municipality
malika ma vi,,36,malika ma vi,,baglung municipality
mamaghar montessori academy,,43,,,kawasoti municipality
mana,avi,45,,,harinas rural municipality
manahari,pravi,39,manahari pravi,,dordi rural municipality
manakamana,avi,45,,,chapakot municipality
manakamana bahira awasiya ma vi,,37,,,gorkha municipality
manakamana,avi,45,,,biruwa rural municipality
manakamana,avi,42,,,mangala rural municipality
manakamana,avi,44,manakamana pravi,,modi rural municipality
manakamana,avi,43,,,devchuli municipality
manakamana ebs,,38,,,pokhara metropolitan city
manakamana hill side academy,,37,hill side ebs,,shahid lakhan rural municipality
manakamana,pravi,39,,,sundarbazar municipality
manakamana,pravi,39,,,dordi rural municipality
manakamana,pravi,39,,,sundarbazar municipality
manakamana,pravi,44,,,phalewas municipality
manakamana,pravi,43,,,madhyabindu municipality
manakamana,pravi,39,manakamama pravi,,rainas municipality
manakamana,pravi,46,manakamana pravi,,vyas municipality
manakamana ma vi,,37,manakamana ma vi,,shahid lakhan rural municipality
manakamana ma vi,,39,manakamana ebs,,besishahar municipality
manakamana ma vi,,43,manakamana ma vi,,binayi tribeni rural municipality
manaslu education academy,,37,,,gorkha municipality
manaslu ebs,,46,,,bandipur rural municipality
manaslu indreni,pravi,37,,,chumanuwari rural municipality
mandali,avi,42,,,mangala rural municipality
mandali,avi,42,mandali pravi,,annapurna rural municipality
mandali,pravi,37,,,shahid lakhan rural municipality
mandali,pravi,37,,,barpak sulikot rural municipality
mandali,pravi,39,,,dordi rural municipality
mandali,pravi,44,,,paiyun rural municipality
mandali ma vi,,37,,,siranchowk rural municipality
manewa,avi,36,manewa avi,,galkot municipality
mangal maya nepal tara,pravi,36,,,bareng rural municipality
mangala,avi,36,,,taman khola rural municipality
mangala devi adharbhu vi,,43,mangala devi pravi,,gaindakot municipality
mangala devi  ecd,pravi,37,,,ajirkot rural municipality
mangala ma vi,,42,,,mangala rural municipality
mangaladevi a viidhyala,,43,mangaladevi pravi,,gaindakot municipality
mangalodaya ma vi,,46,,,bhimad municipality
mangalodaya,pravi,38,,,madi rural municipality
mangalodaya,pravi,39,mangalodaya pravi,,marsyangdi rural municipality
mani,avi,46,,,myagde rural municipality
mani jyoti,avi,38,,,pokhara metropolitan city
mani sangam ma vi,,43,mani sangam ma vi,,binayi tribeni rural municipality
manikam devi ma vi,,37,manikam devi,,dharche rural municipality
manimukundeshwor bed biddhashram gurukul pathashala,,45,,,chapakot municipality
manisiddha,avi,43,manisiddha avi vi,manisiddha avi,binayi tribeni rural municipality
manjushree ebs,,38,,,pokhara metropolitan city
manjushree gumba bidhayalaya,,41,,,lomanthang rural municipality
manjushree ma vi,,37,shree manjushree ma vi,manjushree ma vi,dharche rural municipality
manpur madarasa,,37,,,gorkha municipality
mansuri,avi,40,,,narso rural municipality
marang,pravi,41,,,lo ghekar damodarkunda rural municipality
marang singh,pravi,44,,,kushma municipality
margadarsan ebs,,37,margadarsan ebs,,palungtar municipality
maria motessori,,38,,,pokhara metropolitan city
marigold english boarding ma vi pokhara nayagaon,,38,mary gold ebs,,pokhara metropolitan city
marshyangdi community,avi,46,,,aanbookhaireni rural municipality
marsyandi bhu pu sainik ebs,,39,,,dordi rural municipality
marsyangdi,avi,39,,,sundarbazar municipality
marsyangdi baljyoti awasiya ma vi,,46,marshyangdi bal jyoti english boarding vi,,aanbookhaireni rural municipality
marsyangdi,avi,37,,,palungtar municipality
marsyangdi,avi,46,marsyangdi pravi,,bhanu municipality
marsyangdi,pravi,40,,,narso rural municipality
masina,avi,38,,,pokhara metropolitan city
mate dewal jana shahyogi ma vi,,44,,,phalewas municipality
matri bhumi jana prakash,pravi,38,,,pokhara metropolitan city
matri bhumi,pravi,44,,,bihadi rural municipality
matri sishu kalyan,pravi,44,,,paiyun rural municipality
matribhumi ma vi,,45,matribhumi ma vi,,harinas rural municipality
matrijagriti,avi,46,matrijagriti pravi,,shuklagandaki municipality
matsya kanya,avi,46,makshya kanya avi,,vyas municipality
maula devi,avi,43,maula devi pravi,,gaindakot municipality
maula islamic,pravi,38,,,pokhara metropolitan city
maulakalika sanskrit vidhyapith,,43,,,gaindakot municipality
maya universe academy,,46,,,vyas municipality
maya universe academy,,46,,,vyas municipality
megha raj,avi,38,,,machhapuchchhre rural municipality
meghdaha ebs,,46,,,myagde rural municipality
melmilap,avi,36,shree melmilap pravi,mel milap pravi,jaimini municipality
merry land academy,,38,,,pokhara metropolitan city
metropolitan academy,,38,,,pokhara metropolitan city
milan,pravi,39,milan pravi,,rainas municipality
milijuli,avi,46,,,myagde rural municipality
milijuli,avi,43,,,devchuli municipality
milijuli ebs,,46,,,bhimad municipality
milim,pravi,37,,,ajirkot rural municipality
min ma vi,,46,,,myagde rural municipality
mirkot ma vi,,37,,,palungtar municipality
mirlung star xaviers engilish vi,,46,,,bhanu municipality
mirmi,avi,45,shree mirmi avi,,kaligandaki rural municipality
mirudanda balbike,,45,,,phedikhola rural municipality
mission ebs,,46,,,ghiring rural municipality
mitrata ma vi,,46,,,aanbookhaireni rural municipality
model child garden ebs,,45,,,galyang municipality
modern children academy,,46,,,vyas municipality
modern holy garden ebs,,43,,,kawasoti municipality
modern international academy,,46,,,shuklagandaki municipality
modern ma ebs,,37,modern english boarding vi,modern ebs,gorkha municipality
modi,avi,38,modi pravi,,annapurna rural municipality
modi montessori,,44,,,modi rural municipality
mohani child development center,,45,,,bhirkot municipality
montessori pre primary child care centre,,38,,,pokhara metropolitan city
moon light academy,,44,,,kushma municipality
moon light adarsha public academy,,43,moon light adarsha english boarding vi,,devchuli municipality
moonlight academy,,43,,,madhyabindu municipality
morning glory ebs,,38,,,pokhara metropolitan city
morning star ma vi,,38,morning star ebs,,annapurna rural municipality
mother bhagawati academy,,36,,,baglung municipality
motherland ebs,,37,mother land english boarding vi,,gorkha municipality
motherland english ma ebs,,45,,,putalibazar municipality
motherland ma vi,,38,mother land ebs,,pokhara metropolitan city
moti,avi,46,moti pravi,,ghiring rural municipality
mount annapurna academy,,46,,,shuklagandaki municipality
mount annapurna ebs,,46,,,bhimad municipality
mount annapurna ebs,,38,,,pokhara metropolitan city
mount everest awaisiya ma vi,,42,mount everest ebs,,beni municipality
mount everest ebs,,38,,,pokhara metropolitan city
mount heaven ebs,,38,,,pokhara metropolitan city
mount kailash ebs,,38,,,pokhara metropolitan city
mount machhapuchchhre ebs,,38,mt machhapuchhre boarding vi,,machhapuchchhre rural municipality
mount vision shiksha academy,,37,mount vision english boarding vi,,gorkha municipality
mt annapurna campus,,38,,,pokhara metropolitan city
mt tops kids zone,,38,,,pokhara metropolitan city
muchchoktar,avi,37,muchhowktar avi,,ajirkot rural municipality
mukti milan,pravi,39,,,besishahar municipality
mukti model,avi,41,,,gharapjhong rural municipality
muktidham ma vi,,42,,,raghuganga rural municipality
muktimarga ma vi,,42,,,annapurna rural municipality
muktinath,avi,36,muktinath avi kathekhola baglung,muktinath avi,kathekhola rural municipality
muktinath,pravi,41,,,baragaun muktikshetra rural municipality
muktinatha bed vidhyashram,,36,,,baglung municipality
muktipath,avi,42,muktipath pravi,,annapurna rural municipality
mukundasen  matkuri,avi,43,mukundasen avi,,gaindakot municipality
mukundasen ebs,,43,mukundasen ebs,,gaindakot municipality
muldevi,pravi,37,,,barpak sulikot rural municipality
mulpani ma vi,,36,mulpani ma vi,,baglung municipality
muna,avi,43,,,hupsekot rural municipality
muna montessori,,38,,,pokhara metropolitan city
mundridev,avi,36,mundridev avi kathekhola baglung,mundridev avi,kathekhola rural municipality
musungdole,avi,42,,,beni municipality
mutu bhanjyang,avi,45,,,waling municipality
my montessori,avi,38,,,pokhara metropolitan city
myagdi acadamy,,42,,,beni municipality
myagdi multipe campus,,42,,,beni municipality
naba bihani,pravi,36,,,galkot municipality
nabasmirti,avi,43,nabasmirti pravi jhate,,hupsekot rural municipality
nabin,pravi,39,,,besishahar municipality
nabodaya,avi,43,nabodaya pravi,,binayi tribeni rural municipality
naga nagini,avi,46,naga nagini pravi,,bhanu municipality
naga,pravi,46,,,rishing rural municipality
nagajuna modern academy,,38,,,pokhara metropolitan city
nagardada ma vi naram,,43,,,baudikali rural municipality
nagardada ma vi beghan ruchang,,43,,,baudikali rural municipality
nagh dhunga,pravi,43,,,bulingtar rural municipality
naitul,avi,36,naitul avi,,badigad rural municipality
nalku,pravi,38,,,madi rural municipality
namaruk devi,avi,37,,,siranchowk rural municipality
namaste kids montessori,,43,,,kawasoti municipality
namo buddha ebs,,46,,,aanbookhaireni rural municipality
namo buddha ebs,,43,,,hupsekot rural municipality
namuna balbikash,pravi,37,,,palungtar municipality
namuna,avi,41,,,gharapjhong rural municipality
namuna,avi,43,namuna pravi satakun,,hupsekot rural municipality
namuna montessori academy,,43,,,gaindakot municipality
namuna,pravi,36,,,dhorpatan municipality
namuna,pravi,43,,,baudikali rural municipality
namuna,pravi,36,,,badigad rural municipality
namuna saraswati,pravi,44,,,paiyun rural municipality
namuna ma ebs ebs,,44,,,kushma municipality
nar,avi,40,,,narpa bhumi rural municipality
nara,avi,46,nara pravi,,bhimad municipality
narad pokhari,pravi,37,,,barpak sulikot rural municipality
narayan,avi,46,narayan pravi,,bhanu municipality
narayan,pravi,39,,,besishahar municipality
narayan,pravi,46,,,shuklagandaki municipality
narayan ma vi,,44,,,kushma municipality
narayani,avi,38,,,madi rural municipality
narayani,avi,45,,,kaligandaki rural municipality
narayani,avi,43,narayani pravi,,kawasoti municipality
narayani,avi,43,narayani a viidhyalaa,narayani pravi,gaindakot municipality
narayani,avi,43,,,devchuli municipality
narayani english ma ebs,,43,narayani awasiya ebs,,madhyabindu municipality
narayani gandaki sa tatha san ma vi,,43,narayani gandaki sadharana thata sanskrit ma vi,,binayi tribeni rural municipality
narayani ma vi,,43,,,gaindakot municipality
narayani,pravi,43,,,kawasoti municipality
narayani,pravi,43,,,kawasoti municipality
narayani,pravi,43,narayani pravi kolkatta,narayani pravi,madhyabindu municipality
narayani  tamaspur,pravi,43,narayani pravi,,madhyabindu municipality
narayani ma vi,,36,narayani ma vi kathekhola baglung,narayani ma vi,kathekhola rural municipality
narayansthan,pravi,44,,,phalewas municipality
narchyang,avi,42,narchang avi,narchang avi,annapurna rural municipality
narendra,pravi,39,,,marsyangdi rural municipality
narodaya ma vi,,45,,,galyang municipality
narsingh,avi,42,,,mangala rural municipality
narsingh,pravi,37,,,siranchowk rural municipality
national creation academy,,38,,,pokhara metropolitan city
national golden future ebs,,45,national golden future ebs,,galyang municipality
national idol ebs,,44,,,bihadi rural municipality
national inventive ma ebs,,38,,,pokhara metropolitan city
nava jyoti ma vi,,45,nava jyoti ma vi,,biruwa rural municipality
nava srijanshil,pravi,36,nava srijanshil pravi,,nisikhola rural municipality
navajagrit ma vi,,44,nawa jagrit ma vi,,modi rural municipality
navayoubak,avi,36,nava youbak avi,nawa yubak avi,galkot municipality
navin ma vi,,38,,,pokhara metropolitan city
nawa chetana,avi,37,nawa chetana pravi,,siranchowk rural municipality
nawa deep ebs,,38,,,pokhara metropolitan city
nawa deep hill side ebs,,38,,,annapurna rural municipality
nawa deep,pravi,36,,,galkot municipality
nawa durga,avi,43,,,gaindakot municipality
nawa durga,avi,45,,,harinas rural municipality
nawa durga,avi,45,,,harinas rural municipality
nawa durga,avi,45,,,galyang municipality
nawa durga,avi,38,nawa durga pravi,,pokhara metropolitan city
nawa durga,avi,44,nawa durga avi modi rural municipality parbat,,modi rural municipality
nawa durga,avi,43,nawa durga pravi vakkhor,,hupsekot rural municipality
nawa durga,avi,43,nawa durga avi kawasoti,,kawasoti municipality
nawa durga,avi,43,nawa durga pravi,,binayi tribeni rural municipality
nawa durga,pravi,39,,,dordi rural municipality
nawa durga,pravi,45,,,arjunchaupari rural municipality
nawa durga,pravi,38,,,madi rural municipality
nawa durga,pravi,42,,,beni municipality
nawa jagaran,avi,43,nawa jagaran pravi pokhari,,hupsekot rural municipality
nawa jagaran,pravi,36,,,badigad rural municipality
nawa jagaran,pravi,43,,,devchuli municipality
nawa jagaran ma vi,,43,,,madhyabindu municipality
nawa jagriti chandi ma vi,,37,,,bhimsen thapa rural municipality
nawa jagriti,pravi,44,,,kushma municipality
nawa jana jagrit,pravi,44,,,jaljala rural municipality
nawa jyoti,avi,36,nawa jyoti pravi,,galkot municipality
nawa jyoti,avi,36,,,dhorpatan municipality
nawa jyoti,avi,45,,,biruwa rural municipality
nawa jyoti,avi,42,nawa jyoti pravi,,beni municipality
nawa jyoti,avi,36,nawa jyoti a,nawa jyoti pravi,jaimini municipality
nawa jyoti durga,avi,36,,,galkot municipality
nawa jyoti ma vi,,37,,,bhimsen thapa rural municipality
nawa jyoti ma vi,,37,,,gorkha municipality
nawa jyoti,pravi,37,,,barpak sulikot rural municipality
nawa jyoti,pravi,39,,,dudhpokhari rural municipality
nawa jyoti,pravi,38,,,pokhara metropolitan city
nawa jyoti,pravi,38,,,pokhara metropolitan city
nawa jyoti,pravi,44,,,modi rural municipality
nawa jyoti,pravi,36,,,dhorpatan municipality
nawa jyoti,pravi,36,,,galkot municipality
nawa jyoti tham ma vi,,44,,,modi rural municipality
nawa nepal,avi,43,,,devchuli municipality
nawa paluwa montessori,,38,,,pokhara metropolitan city
nawa prabhat,avi,38,nawa prabhat pravi,,madi rural municipality
nawa prabhat ma vi,,38,,,pokhara metropolitan city
nawa prabhat,pravi,39,,,dordi rural municipality
nawa pravat vi,,36,,,galkot municipality
nawa ratna,pravi,44,,,kushma municipality
nawa yug,pravi,36,,,galkot municipality
nawa yuwak,avi,36,nawa yuwak avi kathekhola baglung,nawa yuwak avi,kathekhola rural municipality
nawadurga,avi,37,,,gorkha municipality
nawajyoti balbikash,,45,nawajyoti babike,,phedikhola rural municipality
nawajyoti,avi,43,,,madhyabindu municipality
nawajyoti,pravi,37,nawa jyoti pravi,,gorkha municipality
nawajyoti sanatdurga,avi,38,,,pokhara metropolitan city
nawal academy,,43,,,devchuli municipality
nawalpur academy,,43,nawalpur academy kawasoti,,kawasoti municipality
nawalpur ma ebs,,43,,,madhyabindu municipality
naya jyoti,avi,46,naya jyoti pravi,,vyas municipality
nayak balbikash kendra,,44,nayak pravi,,paiyun rural municipality
nepal ma vi,,43,nepal model ma vi,,devchuli municipality
nepal aama,pravi,36,,,bareng rural municipality
nepal adarsha aa vi,,37,,,barpak sulikot rural municipality
nepal adarsha awasiya ebs,,38,,,pokhara metropolitan city
nepal adarsha ma vi,,45,nepal adarsha ma vi,,waling municipality
nepal,avi,43,,,binayi tribeni rural municipality
nepal bishwa swatantra,pravi,36,,,bareng rural municipality
nepal dharti,avi,43,,,devchuli municipality
nepal global universal ebs,,37,,,palungtar municipality
nepal green valley ebs,,43,,,madhyabindu municipality
nepal islamic hanafiya madrassa,pravi,46,nepal islamic hanafiea madrassa pravi,,bhanu municipality
nepal kartabya palan,pravi,36,,,bareng rural municipality
nepal loksewa ma vi,,43,,,madhyabindu municipality
nepal mid point ebs,,43,nepal midpoint english vi,,kawasoti municipality
nepal police vi,,46,,,shuklagandaki municipality
nepal  aamdada,pravi,43,,,baudikali rural municipality
nepal rastra ma vi,,45,nepal rastra ma vi,,galyang municipality
nepal rastriya,avi,43,nepal rastriya avi kawasoti,,kawasoti municipality
nepal rastriya bhu pu sainik aawasiya vi,,37,nepal rastriya bhu pu sainik english boarding vi,,gorkha municipality
nepal rastriya kisan,avi,43,nepal rastriya kisan pravi japdada,,hupsekot rural municipality
nepal rastriya samser adarsha ma vi,,43,,,gaindakot municipality
nepal ma vi,,36,nepal ma vi,,tarakhola rural municipality
nepal shanti ma vi,,43,,,hupsekot rural municipality
nepal tara ma vi,,44,,,bihadi rural municipality
nepal tara,pravi,36,,,bareng rural municipality
nepalese advance ma ebs,,37,,,aarughat rural municipality
nepane,avi,36,nepane avi,,badigad rural municipality
nepane ma vi,,37,nepane ma vi,,siranchowk rural municipality
nervanga,pravi,42,,,dhawalagiri rural municipality
netra jyoti bal biddha,pravi,45,,,galyang municipality
netra jyoti,pravi,37,netra jyoti pravi,,gandaki rural municipality
netrajyoti community bal bikash kendra,,45,,,aandhikhola rural municipality
new chandi kalika ebs,,45,,,phedikhola rural municipality
new era academy ma vi,,38,new era academy,,pokhara metropolitan city
new era ebs,,39,holosen new era coed public ebs,,besishahar municipality
new everest academy,,36,,,baglung municipality
new galaxy english ma vi,,38,new galaxy ebs,,pokhara metropolitan city
new garden of alphabets balbatika,avi,38,,,pokhara metropolitan city
new ghumte educational academy,,36,new ghumte ebs,,galkot municipality
new gyan jyoti ebs,,43,new gyan jyoti boarding vi kolhuwa,,madhyabindu municipality
new horizon ebs,,44,,,jaljala rural municipality
new lakhan thapa memorial academy,,43,,,binayi tribeni rural municipality
new lekhnath public academy,,38,,,pokhara metropolitan city
new life boarding ma vi,,36,new life ebs,,galkot municipality
new light english boarding ma vi,,38,new light ebs,,pokhara metropolitan city
new little step ebs,,38,,,pokhara metropolitan city
new manakamana ebs,,46,,,vyas municipality
new mary gold ebs,,39,chiti mary gold ebs,,besishahar municipality
new millenium academy,,38,,,pokhara metropolitan city
new model ebs,,38,,,pokhara metropolitan city
new model ebs,,36,new model english boarding vi kathekhola baglung,new model ebs,kathekhola rural municipality
new modern academy,,36,,,dhorpatan municipality
new moon sun academy,,46,moon sun ebs,,vyas municipality
new nawal ebs,,43,,,devchuli municipality
new nepal ebs,,43,,,madhyabindu municipality
new oasis academy ma vi,,36,,,baglung municipality
new shanti academy,,37,,,gorkha municipality
new vision academy,,39,,,besishahar municipality
new vision ebs,,46,,,vyas municipality
new vision public academy,,46,,,myagde rural municipality
new west point awasiya ma vi,,42,new west point ebs,,beni municipality
newlife ebs,,36,,,baglung municipality
nexus montessori vi,,43,nexus montessori english boarding vi,,devchuli municipality
ngawal,avi,40,ngawal avi,,manang ngisyang rural municipality
nifuk namdol norbuling gumba vi,,41,,,lomanthang rural municipality
nilgiri,avi,41,,,gharapjhong rural municipality
nilgiri,avi,42,nil giri pravi,,annapurna rural municipality
nilgiri ebs,,38,nilgiri ebs,,pokhara metropolitan city
nimbal ebs,,45,,,kaligandaki rural municipality
nimbark sanskrit gurukullam,,43,,,gaindakot municipality
nimel,pravi,37,nimel pravi,,bhimsen thapa rural municipality
nirma barahi,avi,43,nirma barahi pravi,,hupsekot rural municipality
nirmal,avi,38,nirmal pravi,,pokhara metropolitan city
nirmal,avi,36,nirmal avi kathekhola baglung,nirmal avi,kathekhola rural municipality
nirmal janasewa ma vi,,44,nirmal janasewa ma sehool paiyun parbat,nirmal janasewa ma vi,paiyun rural municipality
nirmal millennium ebs,,43,,,gaindakot municipality
nirmal,pravi,46,,,shuklagandaki municipality
nirmal ma vi,,46,,,vyas municipality
niskot ma vi,,42,niskot ma vi,,malika rural municipality
nispaksha ma vi,,38,,,machhapuchchhre rural municipality
nobel ma vi,,38,,,pokhara metropolitan city
noble academy ma ebs,,43,noble academy ma boarding vi,,kawasoti municipality
north vision modern vi,,37,north vision modern ebs,,aarughat rural municipality
notre dame ma vi,,46,,,bandipur rural municipality
nubri,avi,37,,,chumanuwari rural municipality
nur madarsa,,37,madrassa ekrame muslim,,gorkha municipality
nuwar subedithar ma vi,,44,nuvar subedithar ma vi,,kushma municipality
oasis ebs,,43,oasis english boarding vi,,devchuli municipality
oasis montessori academy,,37,,,gorkha municipality
odan danda,pravi,36,,,kathekhola rural municipality
okhale danda bhumdikot ma vi,,38,okhle danda bhumdikot ma vi,,pokhara metropolitan city
okhale,pravi,42,,,beni municipality
okharbot ma vi,,42,,,malika rural municipality
okhle,pravi,36,,,baglung municipality
olang,pravi,37,olang pravi,balang pravi,ajirkot rural municipality
om sunshine ebs,,46,,,aanbookhaireni rural municipality
omkar yoga aayurveda gurukul,,37,,,palungtar municipality
ommaya ebs,,38,,,pokhara metropolitan city
otch nepal ebs,,43,,,kawasoti municipality
oxford ebs,,38,,,pokhara metropolitan city
oxford ma vi,,43,oxford college,,gaindakot municipality
pabitra gyan kunja primary,,36,pabitra gyan kunja pravi,,nisikhola rural municipality
pabitra malika ebs,,39,,,madhya nepal municipality
pabitra,pravi,39,,,marsyangdi rural municipality
pabitra ma vi,,46,,,bandipur rural municipality
padamkanya  chapabhanjyang,pravi,43,padamkanya pravi,,baudikali rural municipality
padhama,pravi,46,padhama pravi,,vyas municipality
padma baraha,pravi,42,,,beni municipality
padma,avi,46,,,bandipur rural municipality
padma jyoti,avi,38,padma jyoti ebs,,pokhara metropolitan city
padma jyoti,avi,46,,,rishing rural municipality
pahilo paila montessori academy,,46,,,shuklagandaki municipality
pahilo paila montessori kinder home,,38,,,pokhara metropolitan city
paiyu danda,pravi,36,,,galkot municipality
pakawadi bhanjyang ma vi,,45,,,galyang municipality
pakher,avi,42,pakher basic sachool,pakher pravi,mangala rural municipality
pakhribot,avi,45,,,aandhikhola rural municipality
pal ewam namgyal monastic ma vi,,41,pal and namgyal gumba,,lomanthang rural municipality
pal tashi chyoling gumba,,38,pal tashi chyoling gumba vi,,pokhara metropolitan city
pallopakha community ma vi,,36,shree pallopakha community ma vi,pallopakha samudaik ma vi,jaimini municipality
palusthan ma vi,,44,palusthan ma vi paiyun parbat,pallusthan ma vi,paiyun rural municipality
pame,pravi,38,,,pokhara metropolitan city
pan dhara,avi,45,,,biruwa rural municipality
pancha bichar,pravi,39,,,marsyangdi rural municipality
pancha jyoti,avi,43,,,gaindakot municipality
pancha jyoti,pravi,46,,,vyas municipality
pancha kanya,avi,46,pancha kanya pravi,,aanbookhaireni rural municipality
pancha kanya,avi,43,pancha kanya pravi,,gaindakot municipality
pancha kanya,avi,46,,,myagde rural municipality
pancha kanya  daduwa,pravi,43,,,baudikali rural municipality
pancha koshi,avi,38,,,pokhara metropolitan city
pancha koshi ma vi,,44,,,kushma municipality
pancha koshi,pravi,44,,,modi rural municipality
pancha ratna,avi,44,pancha ratna pravi,,kushma municipality
pancha ratna,pravi,36,,,bareng rural municipality
pancha swarup,pravi,44,,,modi rural municipality
panchakanya ma vi,,45,pancha kanya ma vi,,arjunchaupari rural municipality
panchamul,pravi,45,,,waling municipality
panchamul,pravi,44,,,jaljala rural municipality
panchamunidev ma vi,,46,,,shuklagandaki municipality
panchase,avi,45,,,aandhikhola rural municipality
panchase deurali,avi,36,,,nisikhola rural municipality
panchase ebs,,38,panchase ebs,,annapurna rural municipality
panchase siddababa ebs,,44,panchase siddababa ebs,,modi rural municipality
pandavkhani ma vi,,36,pandavkhani ma vi,pandavkhani ma vi,galkot municipality
pandukeshwor,pravi,36,,,galkot municipality
pang dhaireni ma vi,,44,,,kushma municipality
pangling,pravi,41,,,baragaun muktikshetra rural municipality
panini snaskrit ma vi,,39,,,sundarbazar municipality
pansingh,pravi,37,,,chumanuwari rural municipality
pantheshowri,pravi,37,,,gorkha municipality
panyu gurduma vi,,44,panyu gurdum pravi,,mahashila rural municipality
param pundashwori,pravi,36,,,baglung municipality
