school_id,school_1,school_name_transliterate,school_level_transliterate,matched_district
989,कालेश्वरी निमावि चन्दनपुर ललितपुर,kaleshvari,nimavi,Lalitpur
990,उदयखर्क मावि चापागाउँ ललितपुर,udayakharka,mavi,Lalitpur
991,हिमालय प्रावि डोटी,himalaya,pravi,Doti
992,देउखला प्रावि डोटी,deukhala,pravi,Doti
993,त्रिभुवन मावि रेसुङ्गा गुल्मी,tribhuvana,mavi,Gulmi
994,खस्थोक मावि गुल्मी,khasthoka,mavi,Gulmi
995,बालकल्याण्ा प्रावि गुल्मी,balakalyana,pravi,Gulmi
996,एकसिं निमावि गुल्मी,ekasim,nimavi,Gulmi
997,श्रमजित किशोर मावि लुँखुसी ललितपुर,shramajita kishora,mavi,Lalitpur
998,मदन स्मारक मावि पुल्चोक ललितपुर,madana smaraka,mavi,Lalitpur
999,महालक्ष्मी मावि लुभु ललितपुर,mahalakshmi,mavi,Lalitpur
1000,जनप्रिय मावि टाप्टिङ सोलुखुम्बु,janapriya,mavi,Solukhumbu
1001,भगवती आवि सुनसरी,bhagavati,avi,Sunsari
1002,शिवनगर मावि सुनसरी,shivanagara,mavi,Sunsari
1003,रामजानकी आवि बराहक्षेत्र सुनसरी,ramajanaki,avi,Sunsari
1004,इन्द्रज्योति प्रावि लयकाँडा शिवालय गा पा जाजरकोट,indrajyoti,pravi,Jajarkot
1005,सत्यवती प्रावि गुल्मी,satyavati,pravi,Gulmi
1006,छापहिले गुल्मी,chapahile gulmi,,Gulmi
1007,सिद्ध प्रावि गुल्मी,siddha,pravi,Gulmi
1008,नमूना प्रावि झरुवरासी ललितपुर,namuna,pravi,Lalitpur
1009,जनजागृती प्रावि कालेश्वर ललितपुर,janajagrriti,pravi,Lalitpur
1010,वीरेन्द्रोदय मावि मुक्ली सोलुखुम्बु,virendrodaya,mavi,Solukhumbu
1011,नाम्चे प्रावि सोलुखुम्बु,namche,pravi,Solukhumbu
1012,जनसहयोग प्रावि गुल्मी,janasahayoga,pravi,Gulmi
1013,अमरदिप प्रावि गुल्मी,amaradipa,pravi,Gulmi
1014,जनता मावि तिलोत्तमा रुपन्देही,janata,mavi,Rupandehi
1015,जन ज्योति प्रावि रुपन्देही,jana jyoti,pravi,Rupandehi
1016,उपल्लोतम्घास मावि गुल्मी,upallotamghasa,mavi,Gulmi
1017,दुर्गादेबी प्रावि डोटी,durgadebi,pravi,Doti
1018,ठूलोपोखरा मावि गुल्मीदरवार गा पा गुल्मी,thulopokhara,mavi,Gulmi
1019,जनकल्याण प्रावि रेसुङ्गा न पा गुल्मी,janakalyana,pravi,Gulmi
1020,भैरवपूर प्रावि गुल्मी,bhairavapura,pravi,Gulmi
1021,साँझपुर प्रावि ताप्लेजुङ,sa.njhapura,pravi,Taplejung
1022,धर्मपुर मावि गुल्मी,dharmapura,mavi,Gulmi
1023,कालेश्वर आवि ललितपुर,kaleshvara,avi,Lalitpur
1024,नवोदय आवि ललितपुर,navodaya,avi,Lalitpur
1025,आवि देवीटार चितवन,,avi,Chitwan
1026,रघुनाथ मावि निरौली डोटी,raghunatha,mavi,Doti
1027,पिपलपोखरा प्रावि हुँगा गुल्मी,pipalapokhara,pravi,Gulmi
1028,ने रा प्रावि अरातुङ गुल्मी,ne ra,pravi,Gulmi
1029,भानोदय प्रावि सिद्धिपुर ललितपुर,bhanodaya,pravi,Lalitpur
1030,ने रा निमावि गुल्मी,ne ra,nimavi,Gulmi
1031,त्रिभुवन प्रावि कैलाली,tribhuvana,pravi,Kailali
1032,रा प्रावि कैलाली,ra,pravi,Kailali
1033,मोन्याल प्रावि कैलाली,monyala,pravi,Kailali
1034,सरस्वती निमावि कैलाली,sarasvati,nimavi,Kailali
1035,सरस्वती मावि कैलाली,sarasvati,mavi,Kailali
1036,नव ज्योती प्रावि झापा,nava jyoti,pravi,Jhapa
1038,चुलीमालिका मावि कालिकोट,chulimalika,mavi,Kalikot
1039,सीतापुर निमावि गुल्मी,sitapura,nimavi,Gulmi
1040,जनज्योती निमावि अरेवा गुल्मी,janajyoti,nimavi,Gulmi
1041,ग्वादी मावि ग्वादी गुल्मी,gvadi,mavi,Gulmi
1042,पाञ्चायन संस्कृत मावि गुल्मी,pa~nchayana samskrrita,mavi,Gulmi
1043,देविस्थान मावि गुल्मी,devisthana,mavi,Gulmi
1044,थानपति निमावि मर्भुङ गुल्मी,thanapati,nimavi,Gulmi
1045,सरस्वती मावि लेले ललितपुर,sarasvati,mavi,Lalitpur
1046,सूर्योदय मावि गुल्मी दरवार गा पा जुभुङ्ग गुल्मी,suryodaya,mavi,Gulmi
1047,सेउघा आवि गुल्मी,seugha,avi,Gulmi
1048,बुद्ध मावि अर्खले गुल्मी,buddha,mavi,Gulmi
1049,श्रृजना प्रावि गुल्मी,shrrrijana,pravi,Gulmi
1050,खाधा निमावि गुल्मी,khadha,nimavi,Gulmi
1051,शारदा निमावि गुल्मी,sharada,nimavi,Gulmi
1052,रामराज्य मावि दोहली गुल्मी,ramarajya,mavi,Gulmi
1053,भगवती मावि सिमिचौर गुल्मी,bhagavati,mavi,Gulmi
1054,जीवनोद्धार मावि गुल्मी,jivanoddhara,mavi,Gulmi
1055,बुद्धि विनोद प्रावि छत्रकोट हुँगा गुल्मी,buddhi vinoda,pravi,Gulmi
1056,नवज्योती आवि झापा,navajyoti,avi,Jhapa
1057,सरस्वती मावि मरेङ सूूूर्यथुम,sarasvati,mavi,Sarlahi
1058,सरस्वती मावि सोयाङ इलाम,sarasvati,mavi,Ilam
1059,कञ्चनजङ्गा प्रावि महारानी झोडा झापा,ka~nchanaja~nga,pravi,Jhapa
1060,वलभद्र प्रावि झापा,valabhadra,pravi,Jhapa
1061,मैनडाँडा मावि हर्दिनेटा गुल्मी,mainada.nda,mavi,Gulmi
1063,लुभु मावि लुभु ललितपुर,lubhu,mavi,Lalitpur
1064,लुभू मावि लुभू नासल ललितपुर,lubhu,mavi,Lalitpur
1065,चण्डेश्वरी मावि प्युटार ललितपुर,chandeshvari,mavi,Lalitpur
1066,सल्ले प्रावि उदयपुर,salle,pravi,Udayapur
1067,हरिदेव आवि सुन्दरहरैचा मोरङ,harideva,avi,Morang
1068,सारदाशिक्षा सदन निमावि ललितपुर,saradashiksha sadana,nimavi,Lalitpur
1069,मिननाथ आर्दश शिक्षा सदन आवि ललितपुर,minanatha ardasha shiksha sadana,avi,Lalitpur
1070,जनज्योती प्रावि हाडहाडे गुल्मी,janajyoti,pravi,Gulmi
1071,बाल उद्धार प्रावि बडागाउँ गुल्मी,bala uddhara,pravi,Gulmi
1072,ने रा निमावि गुल्मी,ne ra,nimavi,Gulmi
1073,सिद्धबाबा प्रावि कैलाली,siddhababa,pravi,Kailali
1074,जनजागृति मावि कैलाली,janajagrriti,mavi,Kailali
1075,चनदेवी प्रावि ललितपुर,chanadevi,pravi,Lalitpur
1076,वाल आवि ललितपुर,vala,avi,Lalitpur
1077,मानिखेल प्रावि ललितपुर,manikhela,pravi,Lalitpur
1078,संचेतना प्रावि ललितपुर,samchetana,pravi,Lalitpur
1079,कालिका प्रावि अर्जे गुल्मी,kalika,pravi,Gulmi
1080,जनता प्रावि नयांगांउ गुल्मी,janata,pravi,Gulmi
1081,कोदारी पोखरी प्रावि गुल्मी,kodari pokhari,pravi,Gulmi
1082,उमा आवि तिलोत्तमा कुञ्जलापुर रुपन्देही,uma,avi,Rupandehi
1083,कालीदेवी प्रावि भट्टेडाडा ललितपुर,kalidevi,pravi,Lalitpur
1084,ने रा आवि महोत्तरी,ne ra,avi,Mahottari
1085,रानीपोखरी प्रावि अर्जे गुल्मी,ranipokhari,pravi,Gulmi
1086,बालमनोरमा निमावि आश्राङ ललितपुर,balamanorama,nimavi,Lalitpur
1087,जनज्योति प्रावि विशुखर्क गुल्मी,janajyoti,pravi,Gulmi
1088,भानु प्रावि हर्दिनेटा गुल्मी,bhanu,pravi,Gulmi
1089,राम मावि अश्लेवा गुल्मी,rama,mavi,Gulmi
1090,भरेक निमावि गुल्मी,bhareka,nimavi,Gulmi
1091,मोती मावि गौरादह झापा,moti,mavi,Jhapa
1092,मष्टेश्वर प्रावि गगुडा डोटी,mashteshvara,pravi,Doti
1093,जनता आवि डोटी,janata,avi,Doti
1094,बुद्ध आवि घेरावारी झापा,buddha,avi,Jhapa
1095,महादेश्वर प्रावि डोटी,mahadeshvara,pravi,Doti
1096,जनता आवि इटारी सिरहा,janata,avi,Siraha
1097,त्रिभुवन निमावि झापा,tribhuvana,nimavi,Jhapa
1098,सरस्वती वालकल्याण मावि झापा,sarasvati valakalyana,mavi,Jhapa
1099,सातफरी आवि डोटी,sataphari,avi,Doti
1100,भष्यमाण्डौ मावि डोटी,bhashyamandau,mavi,Doti
1101,सरस्वती निमावि पथरिया झापा,sarasvati,nimavi,Jhapa
1102,जनज्योती निमावि झापा,janajyoti,nimavi,Jhapa
1103,फुन्द्रुवा आवि ताप्लेजुङ,phundruva,avi,Taplejung
1104,भञ्जरे प्रावि ताप्लेजुङ,bha~njare,pravi,Taplejung
1105,दिपक प्रावि झापा,dipaka,pravi,Jhapa
1106,कनकाई मावि सुरुगां झापा,kanakai,mavi,Jhapa
1107,मोती मावि शिवसताक्षी झापा,moti,mavi,Jhapa
1108,पञ्चकन्या प्रावि कनकाई झापा,pa~nchakanya,pravi,Jhapa
1109,सरस्वती प्रावि अर्जुनधारा न पा झापा,sarasvati,pravi,Jhapa
1110,चण्डेश्व्ररी आवि थेचम्बु ताप्लेजुुङ,chandeshvrari,avi,Taplejung
1111,मावि बर्ने बुद्धशान्ति गाउँपालिका झापा,,mavi,Jhapa
1112,घोडामारा प्रावि झापा,ghodamara,pravi,Jhapa
1113,पिप्लेश्वरी प्रावि ताप्लेजुङ,pipleshvari,pravi,Taplejung
1114,पिण्डेश्वरी आवि पाँचथर,pindeshvari,avi,Panchthar
1115,शिद्धदेवी मावि पाचथर,shiddhadevi,mavi,Panchthar
1116,हल्दिवारी मावि हल्दिवारी झापा,haldivari,mavi,Jhapa
1117,जनविकास मावि बाह्रदशी झापा,janavikasa,mavi,Jhapa
1118,राष्टिय आवि फेवाटार चितवन,rashtiya,avi,Chitwan
1119,ब्रम्मज्योति आवि चितवन,brammajyoti,avi,Chitwan
1120,देवी आवि मेचीनगर झापा,devi,avi,Jhapa
1121,लक्ष्मी प्रसाद देवकोटा मावि पथरिया झापा,lakshmi prasada devakota,mavi,Jhapa
1122,सरश्वती प्रावि डोटी,sarashvati,pravi,Doti
1123,राष्ट्रिय मावि बौनिया कैलाली,rashtriya,mavi,Kailali
1124,हिमाली मावि भद्रपुर झापा,himali,mavi,Jhapa
1125,कनकाई मावि कनकाई सुरुङगा झापा,kanakai,mavi,Jhapa
1126,ज्योति आवि कमल झापा,jyoti,avi,Jhapa
1127,नारायणज्योति आवि साकफारा इलाम,narayanajyoti,avi,Ilam
1128,काँकडभिट्टा प्रावि झापा,ka.nkadabhitta,pravi,Jhapa
1129,श्री पथरिया मावि झापा,shri pathariya,mavi,Jhapa
1130,पंचमी प्रावि तम्फु,pamchami,pravi,Achham
1131,कालिका प्रावि ज्यामिरगढी कालिकाझार झापा,kalika,pravi,Jhapa
1132,बांसबारी निमावि झापा,bamsabari,nimavi,Jhapa
1133,बाल कल्याण आवि शिवसताक्षी झापा,bala kalyana,avi,Jhapa
1134,भगवती स्थान आवि पुर्वीचौकी डोटी,bhagavati sthana,avi,Doti
1135,दिपक प्रावि वि झापा,dipaka,pravi,Jhapa
1136,सरस्वती मावि ताप्लेजुङ,sarasvati,mavi,Taplejung
1137,सरश्वती मावि सिकैंचा ताप्लेजङ,sarashvati,mavi,Taplejung
1138,युवा आवि इलाम,yuva,avi,Ilam
1139,सिद्द देवी प्रावि गोर्खे ठुलोबाङ्गिन इलाम,sidda devi,pravi,Ilam
1140,कन्चनजंघा आवि मेचीनगर झापा,kanchanajamgha,avi,Jhapa
1141,सदिक्षा प्रावि डोटी,sadiksha,pravi,Doti
1142,आदर्श निमावि कैलाली,adarsha,nimavi,Kailali
1143,राजेश्वर निधि मावि धनुषा,rajeshvara nidhi,mavi,Dhanusha
1144,निमावि रमाईलोडाँडा माडी चितवन,,nimavi,Myagdi
1145,झिमे मालिका मावि डोटी,jhime malika,mavi,Doti
1146,धनगढी नमूना प्राविधिक मावि धनगढी कैलाली,dhanagadhi namuna,pravi,Kailali
1147,रा प्रावि श्रीपूर सुनसरी,ra,pravi,Sunsari
1148,शारदा प्रावि सुनसरी,sharada,pravi,Sunsari
1149,पंचामत प्रावि जलथल,pamchamata,pravi,Panchthar
1150,श्री प्रावि सुनसरी,shri,pravi,Sunsari
1151,राष्ट्रिय शारदा आवि कुम्याही सुनसरी,rashtriya sharada,avi,Sunsari
1152,सिंहदेवि निमावि झापा,simhadevi,nimavi,Jhapa
1154,राब्दी प्रावि डोटी,rabdi,pravi,Doti
1155,जनता मावि बेतहा भवानीपुर सिरहा,janata,mavi,Siraha
1156,शिद्ध देवी प्रावि झापा,shiddha devi,pravi,Jhapa
1157,सिंह देवी प्रावि झापा,simha devi,pravi,Jhapa
1158,भुमिराज प्रावि डोटी,bhumiraja,pravi,Doti
1159,दुर्गा प्रावि डडेल्धुरा,durga,pravi,Dadeldhura
1160,जनता मावि गौरादह बालुबथान झापा,janata,mavi,Jhapa
1161,जानकी आवि पाठमारी झापा,janaki,avi,Jhapa
1162,गुहेश्वरी आवि कमल झापा,guheshvari,avi,Jhapa
1163,भुवनेश्वरी आवि डोटी,bhuvaneshvari,avi,Doti
1164,जनकल्याण आवि ताप्लेजुङ,janakalyana,avi,Taplejung
1165,मैवा खोला मावि ढुंगेसाघु ताप्लेजुङ,maiva khola,mavi,Taplejung
1166,गणेश निमावि लाटामाण्डौं डोटी,ganesha,nimavi,Doti
1167,भुमेश्वर प्रावि डोटी,bhumeshvara,pravi,Doti
1168,भागेश्वर प्रावि बाँफी डोटी,bhageshvara,pravi,Doti
1169,जिवनज्योति प्रावि झापा,jivanajyoti,pravi,Jhapa
1170,भारतोलि प्रावि डोटी,bharatoli,pravi,Doti
1171,बाल राष्ट्रिय आवि कागेश्वरी मनोहरा काठमाडौं,bala rashtriya,avi,Kathmandu
1172,जनकल्याण आवि झापा,janakalyana,avi,Jhapa
1173,जनता प्रावि दमक न पा झापा,janata,pravi,Jhapa
1174,विरेन्द्र मावि चन्द्रगढी झापा,virendra,mavi,Jhapa
1175,नव सृजना प्रावि हल्दीबारी झापा,nava srrijana,pravi,Jhapa
1176,भवानी मावि डोटी,bhavani,mavi,Doti
1177,खप्तड आवि डाेटी,khaptada,avi,Doti
1178,भवानी एकवाथर प्रावि डोटी,bhavani ekavathara,pravi,Doti
1179,आवि कठकोलवा वसविट्टा सिरहा,,avi,Siraha
1180,श्री सिचाई प्रावि वि झापा,shri sichai,pravi,Jhapa
1181,महेन्द्रोदय निमावि पाचथर,mahendrodaya,nimavi,Panchthar
1182,मंगलमय निमावि झापा,mamgalamaya,nimavi,Jhapa
1183,पशुपतिनाथ प्रावि झापा,pashupatinatha,pravi,Jhapa
1184,बाल प्रावि कचनकवल झापा,bala,pravi,Jhapa
1185,सिंचार्इ प्रावि पृथ्वीनगर झापा,simchari,pravi,Jhapa
1186,रा प्रावि चैनपुर चितवन,ra,pravi,Chitwan
1187,वाल मन्दिर आवि डोटी,vala mandira,avi,Doti
1188,पशुपतिनाथ आवि झापा,pashupatinatha,avi,Jhapa
1189,ज्योति आवि शान्तिपुर ठुटेनेहित इलाम,jyoti,avi,Ilam
1190,छपाली निमावि डोटी,chapali,nimavi,Doti
1191,महादेव प्रावि डोटी,mahadeva,pravi,Doti
1192,राष्ट्रिय निमावि गंगुली धनुषा,rashtriya,nimavi,Dhanusha
1193,जनसहयोग मावि सुनसरी,janasahayoga,mavi,Sunsari
1194,कुमालीकोट मावि कुमालीकोट डोटी,kumalikota,mavi,Doti
1195,गरमकाली आवि हल्दिवारी झापा,garamakali,avi,Jhapa
1196,डिगेन प्रावि ज्यामिर गी झापा,digena,pravi,Jhapa
1197,भृकुति प्रावि झापा,bhrrikuti,pravi,Jhapa
1198,चण्डेश्वरी आवि थेचम्वु ताप्लेजुङ,chandeshvari,avi,Taplejung
1199,कुम्भकर्ण आवि ताप्लेजुङ,kumbhakarna,avi,Taplejung
1200,सिद्धकुमारी निमावि तिरिङ्गे ताप्लेजुङ,siddhakumari,nimavi,Taplejung
1201,ज्ञानोदय प्रावि सुनसरी,j~nanodaya,pravi,Sunsari
1202,श्री ज्याेति मावि इटहरी हरगडा सुनसरी,shri jyaeti,mavi,Sunsari
1203,गौमति प्रावि गुल्मी,gaumati,pravi,Gulmi
1204,टिमुरखर्क प्रावि गुल्मी,timurakharka,pravi,Gulmi
1205,बगल गाउ प्रावि डोटी,bagala gau,pravi,Doti
1206,शिबशत्ती प्रावि डोटी,shibashatti,pravi,Doti
1207,मावि बसविट्टी जनकपुरधाम धनुषा,,mavi,Dhanusha
1208,कृष्ण प्रावि ताप्लेजुङ्ग,krrishna,pravi,Taplejung
1209,सुर्के मावि थुकिमा ताप्लेजुङ,surke,mavi,Taplejung
1210,नाङ्गे आवि फुङलिङ्ग ताप्लेजुङ,na~nge,avi,Taplejung
1211,भैरव आवि डोटी,bhairava,avi,Doti
1212,मष्टेश्वर मावि गगुडा डोटी,mashteshvara,mavi,Doti
1213,जनज्योती प्रावि उजुङ गुल्मी,janajyoti,pravi,Gulmi
1214,दर्जाकोट मावि डोटी,darjakota,mavi,Doti
1215,ग्वासी मावि कैलाली,gvasi,mavi,Kailali
1216,भैरबमाला प्रावि कैलाली,bhairabamala,pravi,Kailali
1217,जनता प्रावि कैलाली,janata,pravi,Kailali
1218,जनता आवि हाङपाङ ताप्लेजुङ,janata,avi,Taplejung
1219,सरस्वती प्रावि प्रावि सोबुवा,sarasvati,pravi,Sarlahi
1220,सरस्वती निमावि तापेथोक ताप्लेजुङ,sarasvati,nimavi,Taplejung
1221,भादगाउं निमावि श्रीपूर सुनसरी,bhadagaum,nimavi,Sunsari
1222,रत्न आवि गुल्मी,ratna,avi,Gulmi
1223,भृकुटी प्रावि झापा,bhrrikuti,pravi,Jhapa
1224,भानु प्रावि खुदुनावारी झापा,bhanu,pravi,Jhapa
1225,ठोट्ने निमावि बरडाँडा ताप्लेजुङ,thotne,nimavi,Taplejung
1226,मंगलादेवी प्रावि ताप्लेजुङ,mamgaladevi,pravi,Taplejung
1227,सिद्धबाबा प्रावि गुल्मी,siddhababa,pravi,Gulmi
1228,सिद्धबाबा मावि गुल्मी,siddhababa,mavi,Gulmi
1229,भुवनेश्वरी प्रावि बझाङ,bhuvaneshvari,pravi,Bajhang
1230,जाल्पा प्रावि गुल्मी,jalpa,pravi,Gulmi
1231,हिमालय प्रावि बझाङ,himalaya,pravi,Bajhang
1232,शान्ति निमावि हाङपाङ ताप्लेजुङ,shanti,nimavi,Taplejung
1233,सप्तकन्या प्रावि बगुवा लमजुङ,saptakanya,pravi,Lamjung
1234,माधा प्रावि गुल्मी,madha,pravi,Gulmi
1235,सरस्वती मावि हर्दिनेटा गुल्मी,sarasvati,mavi,Gulmi
1236,जानकी प्रावि बझाङ,janaki,pravi,Bajhang
1237,भैरव प्रावि बझाङ,bhairava,pravi,Bajhang
1238,देउराली आवि ललितपुर,deurali,avi,Lalitpur
1239,महेन्द्र आवि ताप्लेजुङ,mahendra,avi,Taplejung
1240,सिरेनी प्रावि गुल्मी,sireni,pravi,Gulmi
1241,स्वोरा प्रावि गुल्मी,svora,pravi,Gulmi
1242,शारदा प्रावि गुल्मी,sharada,pravi,Gulmi
1243,हर्मिचौर मावि गुल्मी,harmichaura,mavi,Gulmi
1244,विशंखुनारायाण मावि गोदामचौर ललितपुर,vishamkhunarayana,mavi,Lalitpur
1245,रत्न मावि बुङ्गल न पा वझाङ,ratna,mavi,Bajhang
1246,धौलदउ प्रावि बझाङ,dhauladau,pravi,Bajhang
1247,देवस्थली प्रावि बझाङ,devasthali,pravi,Bajhang
1248,काली वन प्रावि बझाङ,kali vana,pravi,Bajhang
1249,बालविकास निमावि बझाङ,balavikasa,nimavi,Bajhang
1250,आदर्श मावि गौरीगंज झापा,adarsha,mavi,Jhapa
1251,सारदा प्रावि बझाङ,sarada,pravi,Bajhang
1252,श्रमिक बाल विज्ञान निमावि ललितपुर,shramika bala vij~nana,nimavi,Lalitpur
1253,महेन्द्र मावि झापा,mahendra,mavi,Jhapa
1254,सुरमा प्रावि बझाङ,surama,pravi,Bajhang
1255,सिंहेश्वरी आवि ताप्लेजुङ,simheshvari,avi,Taplejung
1256,पृथ्वी मावि खाम्लुङ ताप्लेजुङ,prrithvi,mavi,Taplejung
1257,आदर्श कन्या निकेतन मावि ललितपुर,adarsha kanya niketana,mavi,Lalitpur
1258,सरस्वती प्रावि उदिना गुल्मी,sarasvati,pravi,Gulmi
1259,जनसहयोग मावि गुल्मी,janasahayoga,mavi,Gulmi
1260,महेन्द्र आदर्श मावि इमाडोल ललितपुर,mahendra adarsha,mavi,Lalitpur
1261,बालमन्दिर प्रावि बझाङ,balamandira,pravi,Bajhang
1262,बर्थ पाली प्रावि,bartha pali,pravi,Bara
1263,सरस्वती मावि लखनपुर झापा,sarasvati,mavi,Jhapa
1264,मालिका मावि मार्तडी बाजुरा,malika,mavi,Bajura
1266,लक्ष्मी राष्टि्य प्रावि इलाम,lakshmi rashtiya,pravi,Ilam
1267,रा प्रावि सहपुर चितवन,ra,pravi,Chitwan
1268,वी पी प्रावि सुनसरी,vi pi,pravi,Sunsari
1269,जसखानी मावि गुल्मी,jasakhani,mavi,Gulmi
1270,राष्ट्रिय आवि दोनौली पिपरा गा पा महोत्तरी,rashtriya,avi,Mahottari
1271,गायत्री प्रावि गुल्मी,gayatri,pravi,Gulmi
1272,कालिका प्रावि बझाङ,kalika,pravi,Bajhang
1273,महादेव प्रावि बझाङ,mahadeva,pravi,Bajhang
1274,भगवती प्रावि बझाङ,bhagavati,pravi,Bajhang
1275,वालकुमारी मावि सुनाकोठी ललितपुर,valakumari,mavi,Lalitpur
1276,जनता मावि लम्कीचुहा न पा कैलाली,janata,mavi,Kailali
1277,नवनीवन प्रावि कैलाली,navanivana,pravi,Kailali
1278,मजखोरी मावि लेकगाउँ बझाङ,majakhori,mavi,Bajhang
1279,वालज्योती प्रावि पल्लीकोट गुल्मी,valajyoti,pravi,Gulmi
1280,आवि जगन्नाथपुरी चितवन,,avi,Chitwan
1281,दक्षिण कालिका राष्टिय आवि माडी चितवन,dakshina kalika rashtiya,avi,Myagdi
1282,जनजीव्न मावि माडी चितवन,janajivna,mavi,Myagdi
1283,काँकरभिट्टा मावि मेचीनगर काँकरभिट्टा झापा,ka.nkarabhitta,mavi,Jhapa
1284,पंचकन्या निमावि तेह्रथुम,pamchakanya,nimavi,Tehrathum
1285,सहिद स्मृति मावि सुनसरी,sahida smrriti,mavi,Sunsari
1286,शहीद स्मृति आवि इटहरी सुनसरी,shahida smrriti,avi,Sunsari
1287,शारदा विद्यामन्दिर प्रावि गुल्मी,sharada vidyamandira,pravi,Gulmi
1288,रुन्खादह मावि गुल्मी,runkhadaha,mavi,Gulmi
1289,आर्दश मावि वि दिगामकोट गुल्मी,ardasha,mavi,Gulmi
1290,महेन्द्र विद्या बोध मावि बलकोट अर्घाखाँची,mahendra vidya bodha,mavi,Arghakhanchi
1291,भवानी प्रावि बझाङ,bhavani,pravi,Bajhang
1292,हरिमाया अयोध्या देवी कन्या आवि महोत्तरी,harimaya ayodhya devi kanya,avi,Mahottari
1293,बाखेल कुमारी आवि ललितपुर,bakhela kumari,avi,Lalitpur
1294,पंच रत्न प्रावि,pamcha ratna,pravi,Panchthar
1295,मालिका निमावि कैलाली,malika,nimavi,Kailali
1296,युवा वर्ष प्रावि,yuva varsha,pravi,Parsa
1297,आदिनाथ मावि चाेभार काठमाडौं,adinatha,mavi,Kathmandu
1298,दर्लामचौर प्रावि गुल्मी,darlamachaura,pravi,Gulmi
1299,माहोनपाल प्रावि कैलाली,mahonapala,pravi,Kailali
1300,राष्टि्र्रय निमावि कैलाली,rashtirraya,nimavi,Kailali
1301,ज्वालादेवी प्रावि देवीचौर ललितपुर,jvaladevi,pravi,Lalitpur
1302,राष्टिय प्रावि तिलाठी सप्तरी,rashtiya,pravi,Saptari
1303,रा प्रावि हात्तीसुडे चितवन,ra,pravi,Chitwan
1304,वुद्ध मावि छम्पी ललितपुर,vuddha,mavi,Lalitpur
1305,घोर्ले मावि गुल्मी,ghorle,mavi,Gulmi
1306,थलारा मावि बझाङ,thalara,mavi,Bajhang
1307,सिद्धिगण्ोश प्रावि बझाङ,siddhiganosha,pravi,Bajhang
1308,चौधारी मावि बझाङ,chaudhari,mavi,Bajhang
1309,दुर्गा महालिङ्ग मावि चौका छान्ना बझाङ,durga mahali~nga,mavi,Bajhang
1310,जनता आवि इनरुवा सुनसरी,janata,avi,Sunsari
1311,विश्वनाथ प्रा लि बझाङ,vishvanatha pra li bajha~na,,Bajhang
1312,भगवती मावि बझाङ,bhagavati,mavi,Bajhang
1313,बुद्ध भगवान मावि मानिखेल ललितपुर,buddha bhagavana,mavi,Lalitpur
1314,बालमुकुन्द निमावि वुखेल ललितपुर,balamukunda,nimavi,Lalitpur
1315,विधादेवी प्रावि गुल्मी,vidhadevi,pravi,Gulmi
1316,कृष्ण्ा प्रावि बझाङ,krrishna,pravi,Bajhang
1317,लक्ष्मी प्रावि छत्रकोट गुल्मी,lakshmi,pravi,Gulmi
1318,सबौदय प्रावि कैलाली,sabaudaya,pravi,Kailali
1319,सार्वजनिक मावि भिमगढ महोत्तरी,sarvajanika,mavi,Mahottari
1321,साउनेयुभ प्रावि गुल्मी,sauneyubha,pravi,Gulmi
1322,साबधारा प्रावि धुर्कोट गा पा गुल्मी,sabadhara,pravi,Gulmi
1323,हिमालय प्रावि बगिरखान बझाङ,himalaya,pravi,Bajhang
1324,श्री कैलाडा प्रावि लोकन्ड बझाङ,shri kailada,pravi,Bajhang
1325,बालविकास प्रावि बझाङ,balavikasa,pravi,Bajhang
1326,श्री गोचण्डेश्वरी प्रावि ललितपुर,shri gochandeshvari,pravi,Lalitpur
1327,विश्वामित्र गणेश मावि महालक्ष्मी न पा ललितपुर,vishvamitra ganesha,mavi,Lalitpur
1328,सिद्धशान्ति आवि बझाङ,siddhashanti,avi,Bajhang
1329,कैलाश मावि लोतु बझाङ,kailasha,mavi,Bajhang
1330,पदम पुर प्रावि बझाङ,padama pura,pravi,Bajhang
1331,माईतीववन प्रावि बझाङ,maitivavana,pravi,Bajhang
1332,मदनादेव प्रावि गुल्मी,madanadeva,pravi,Gulmi
1333,देउराली प्रावि गुल्मी,deurali,pravi,Gulmi
1334,भुमेश्वरी निमावि बझाङ,bhumeshvari,nimavi,Bajhang
1335,चुनीदेवी शिक्षामन्दिर निमावि बुझती ललितपुर,chunidevi shikshamandira,nimavi,Lalitpur
1336,बालेश्वरी मावि भारदेउ ललितपुर,baleshvari,mavi,Lalitpur
1337,गोठभन्ञ्याङ्ग मावि दलचोकी ललितपुर,gothabhan~nya~nga,mavi,Lalitpur
1338,शारदाशिक्षा सदन मावि इकुडोल ललितपुर,sharadashiksha sadana,mavi,Lalitpur
1339,राष्ट्रिय आवि जलेश्वर न पा बेला महोत्तरी,rashtriya,avi,Mahottari
1340,पदम प्रकाश मावि धापाखेल ललितपुर,padama prakasha,mavi,Lalitpur
1341,नेपाल निमावि नवलपरासी,nepala,nimavi,Nawalparasi
1342,रा प्रावि गोठश्वर चितवन,ra,pravi,Chitwan
1343,गुञ्जनगर मावि भरतपुर म न पा चितवन,gu~njanagara,mavi,Bhaktapur
1344,घारी निमावि लिग्रिचीर बझाङ,ghari,nimavi,Bajhang
1345,जनकल्याण आवि बझाङ,janakalyana,avi,Bajhang
