school_id,school_1,school_name_transliterate,school_level_transliterate,matched_district
363,गुञ्जनगर मावि चित्रवन चितवन,gu~njanagara,mavi,Chitwan
364,शारदा मावि भरतपुर महानगरपालिका शारदानगर चितवन,sharada,mavi,Bhaktapur
365,माहादेबता प्रावि तनहुँ,mahadebata,pravi,Tanahun
366,बुचाखानी निमावि तनहुँ,buchakhani,nimavi,Tanahun
367,शुक्र आवि व्यास न पा तनहुँँ,shukra,avi,Tanahun
368,सिद्ध आवि तनहुँँ,siddha,avi,Tanahun
369,कालिका प्रावि तनहुँ,kalika,pravi,Tanahun
370,धर्म आवि तनहुँँ,dharma,avi,Tanahun
371,उदय प्रावि धरमपानी तनहुँँ,udaya,pravi,Tanahun
372,भैरव आवि बन्दिपुर तनहुँँ,bhairava,avi,Tanahun
373,जनजागृती प्रावि तनहुँ,janajagrriti,pravi,Tanahun
374,शिव मावि शिववस्ती नवलपरासी,shiva,mavi,Nawalparasi
375,सत्यवती मावि दमौली तनहुँँ,satyavati,mavi,Tanahun
376,भवानी राष्ट्रिय मावि कैलाली,bhavani rashtriya,mavi,Kailali
377,गल्कोट मावि स्याङजा,galkota,mavi,Syangja
378,बाराही प्रावि शुक्लागण्डकी तनहुँँ,barahi,pravi,Tanahun
379,विद्या निकुञ्ज मावि भानु न पा तनहुँँ,vidya niku~nja,mavi,Tanahun
380,सरस्वती मावि साभुङ तनहुँँ,sarasvati,mavi,Tanahun
381,दिपक प्रावि तनहुँ,dipaka,pravi,Tanahun
382,पार्वती मावि देवघाट तनहुँँ,parvati,mavi,Tanahun
383,निर्मल मावि व्यास तनहुँँ,nirmala,mavi,Tanahun
384,चण्डी देवी आवि तनहुँ,chandi devi,avi,Tanahun
385,आदर्श शिक्षा प्र मावि तनहुँ,adarsha shiksha pra,mavi,Tanahun
386,शहिद गंगा मावि काँहु शिवपुर तनहुँँ,shahida gamga,mavi,Tanahun
387,भाष्कर प्रावि तनहुँँ,bhashkara,pravi,Tanahun
388,कल्याण देवी प्रावि तनहुँँ,kalyana devi,pravi,Tanahun
389,प्रगती निमावि नवलपरासी,pragati,nimavi,Nawalparasi
390,जनज्योती मावि व सु पश्चिम नवलपरासी,janajyoti,mavi,Nawalparasi
391,गडीभञ्ज्या प्रावि तनहुँ,gadibha~njya,pravi,Tanahun
392,आँदी बराही प्रावि वन्दिपुर तनहुँ,a.ndi barahi,pravi,Tanahun
393,छाब्दी वारही आवि तनहुँँ,chabdi varahi,avi,Tanahun
394,जनसेविका प्रावि व्यास तनहुँँ,janasevika,pravi,Tanahun
395,रविचन्द्र प्रावि तनहुँ,ravichandra,pravi,Tanahun
396,वेदव्यास प्रावि व्यास तनहुँँ,vedavyasa,pravi,Tanahun
397,महेन्द्रज्योती प्रावि थप्रेक तनहुँँ,mahendrajyoti,pravi,Tanahun
398,राष्ट्रिय मावि रुपाकोट तनहुँ,rashtriya,mavi,Tanahun
399,अरुण्ा प्रावि तनहुँ,aruna,pravi,Tanahun
400,शिव सरस्वती मावि ऋषिङ गा पा तनहुँँ,shiva sarasvati,mavi,Tanahun
401,जनप्रिय आवि तनहुँँ,janapriya,avi,Tanahun
402,राम प्रावि बन्दिपुर विरुवाटार तनहुँँ,rama,pravi,Tanahun
403,वसन्त आवि तनहुँँ,vasanta,avi,Tanahun
404,हर्पनकोट मावि पोखरा म न पा कास्की,harpanakota,mavi,Kaski
405,देउराली प्रावि वाहविसे तनहुँ,deurali,pravi,Tanahun
406,मर्दशा प्रावि तनहुँ,mardasha,pravi,Tanahun
407,बालिका प्रावि तनहुँ,balika,pravi,Tanahun
408,कुस्मावति प्रावि तनहुँ,kusmavati,pravi,Tanahun
409,बाल मन्दिर मावि दमौली तनहुँँ,bala mandira,mavi,Tanahun
410,सर्वज्योती निमावि तनहुँ,sarvajyoti,nimavi,Tanahun
411,बुद्ध प्रावि वरभञ्ज्याङ तनहुँँ,buddha,pravi,Tanahun
412,बज्रयोगनी मावि देवघाट तनहुँँ,bajrayogani,mavi,Tanahun
413,कालिका आवि भानु न पा तनहुँँ,kalika,avi,Tanahun
414,रामेश्वरी मावि कास्की,rameshvari,mavi,Kaski
415,पञ्चकन्या आवि तनहुँँ,pa~nchakanya,avi,Tanahun
416,गोगन मावि पोखरा लेखनाथ कास्की,gogana,mavi,Kaski
417,तामुङ प्रावि तनहुँ,tamu~na,pravi,Tanahun
418,पसले आवि तनहुँँ,pasale,avi,Tanahun
419,अरुण मावि धरमपानी तनहुँँ,aruna,mavi,Tanahun
420,सरस्वती आवि चोकचिसापानी तनुहँ,sarasvati,avi,Tanahun
421,कोतकालिका प्रावि तनहुँ,kotakalika,pravi,Tanahun
422,सर्वज्योति प्रावि तनँहु,sarvajyoti,pravi,Tanahun
423,कालिका मावि पुर्कोट तनहुँँ,kalika,mavi,Tanahun
424,भानु संस्कृत मावि तनहुँँ,bhanu samskrrita,mavi,Tanahun
425,कालिका मावि पोखरा कास्की,kalika,mavi,Kaski
426,चन्दि प्रावि तनहुँ,chandi,pravi,Tanahun
427,रिषिथुम प्रावि दर्मुक तनहुँ,rishithuma,pravi,Tanahun
428,श्रमिक प्रावि तनहुँ,shramika,pravi,Tanahun
429,गण्ोश प्रावि तनहुँ,ganosha,pravi,Tanahun
430,भिर्कोट आवि ऋषिङ्ग तनहुँँ,bhirkota,avi,Tanahun
431,बाल विकास मावि तनहुँँ,bala vikasa,mavi,Tanahun
432,तातोपानी प्रावि तनहुँ,tatopani,pravi,Tanahun
433,आँबु प्रावि आँबुखैरेनी तनहुँँ,a.nbu,pravi,Tanahun
434,शिव सुन्दर प्रावि तनहुँँ,shiva sundara,pravi,Tanahun
435,अमरज्योति मावि व्यास तनहुँँ,amarajyoti,mavi,Tanahun
436,कल्पेश्वर आवि रामकोट काठमाडौं,kalpeshvara,avi,Kathmandu
437,जल देवी मावि वि तनहुँँ,jala devi,mavi,Tanahun
438,मंगला मावि सूर्यपाल लमजुङ,mamgala,mavi,Lamjung
439,पञ्चज्योति प्रावि क्यामिन पाथर तनहुँँ,pa~nchajyoti,pravi,Tanahun
440,शहीद कृष्ण मावि तनहुँँ,shahida krrishna,mavi,Tanahun
441,हिमालय मावि मौजा कास्की,himalaya,mavi,Kaski
442,नर प्रावि तनहुँ,nara,pravi,Tanahun
443,दिपेन्द्र आवि व सु पूर्व नवलपरासी,dipendra,avi,Nawalparasi
444,बाल विकास प्रावि तनहुँ,bala vikasa,pravi,Tanahun
445,बाल नकेतन निमावि तनह्ँ,bala naketana,nimavi,Tanahun
446,जनप्रेमी मावि शुक्लागण्डकी तनहुँँ,janapremi,mavi,Tanahun
447,अरुणोदय प्रावि तनहुँँ,arunodaya,pravi,Tanahun
448,सहवीर आवि गुम्लेक तनहुँँ,sahavira,avi,Tanahun
449,गाउँफर्कोदय मावि शुक्लागण्डकी न पा तनहुँँ,gau.npharkodaya,mavi,Tanahun
450,उदय आवि भक्तपुर,udaya,avi,Bhaktapur
451,विश्वशान्ती प्रावि पुतलीबजार स्याङजा,vishvashanti,pravi,Syangja
452,राष्टिय आवि तनहुँँ,rashtiya,avi,Tanahun
453,जलदेवी आवि देवघाट तनहुँँ,jaladevi,avi,Tanahun
454,रामशाह मावि आँबुखैरेनी गा पा तनहुँँ,ramashaha,mavi,Tanahun
455,जनकल्याण्ा मावि तनहुँ,janakalyana,mavi,Tanahun
456,महादेवस्थान आवि गोरखा,mahadevasthana,avi,Gorkha
457,विश्वज्योति खोटाङ,vishvajyoti khota~na,,Khotang
458,वाराही मावि व्यास फराकचौर तनहुँँ,varahi,mavi,Tanahun
459,राष्ट्रिय आवि जैसीदवल काठमाडौं,rashtriya,avi,Kathmandu
460,महस्यकन्या निमावि तनहुँ,mahasyakanya,nimavi,Tanahun
461,चण्डेश्वरी आवि व्यास तनहुँँ,chandeshvari,avi,Tanahun
462,शान्ति वर्ष प्रावि तनहुँ,shanti varsha,pravi,Tanahun
463,नवज्योति प्रावि कास्की,navajyoti,pravi,Kaski
464,तालबेसी मावि तनहुँ,talabesi,mavi,Tanahun
465,अमरज्योति गाउँफर्क मावि लेखनाथ कास्की,amarajyoti gau.npharka,mavi,Kaski
466,लक्ष्मी आदर्श मावि कास्की,lakshmi adarsha,mavi,Kaski
467,जनसहयोगी प्रावि तनहुँ,janasahayogi,pravi,Tanahun
468,गुहेश्वरी निमावि काठमाडौं,guheshvari,nimavi,Kathmandu
469,शुक्ला मावि बेल्टार तनहुँँ,shukla,mavi,Tanahun
470,कन्या देबी प्रावि तनहुँ,kanya debi,pravi,Tanahun
