school_id,district,modified_name,modified_name_school_level,modified_name_root,modified_old_name1,modified_old_name1_school_level,modified_old_name1_root,modified_old_name2,modified_old_name2_school_level,modified_old_name2_root,district
1261,ilam,arunodaya mavi,mavi,arunodaya,arunodaya awasiya ebs,,arunodaya awasiya ebs,,,,ilam
1262,dhankuta,arunodaya mavi,mavi,arunodaya,arunodaya mavi,mavi,arunodaya,,,,dhankuta
1263,sankhuwasabha,arunodaya mavi,mavi,arunodaya,,,,,,,sankhuwasabha
1264,bhojpur,arunodaya mavi,mavi,arunodaya,arunodaya mavi,mavi,arunodaya,arunodaya mavi,mavi,arunodaya,bhojpur
1265,sunsari,arya avi harinagar gautampur,avi,arya  harinagar gautampur,arya pravi,pravi,arya,,,,sunsari
1266,taplejung,asanglung avi,avi,asanglung,asanglung pravi,pravi,asanglung,,,,taplejung
1267,udayapur,asari ebs,,asari ebs,,,,,,,udayapur
1268,jhapa,ascent academy,,ascent academy,acent academy,,acent academy,,,,jhapa
1269,ilam,ashadeep english boarding school,,ashadeep english boarding school,ashadeep ebs,,ashadeep ebs,,,,ilam
1270,jhapa,asian academy,,asian academy,,,,,,,jhapa
1271,jhapa,asian star educational academy nepal,,asian star educational academy nepal,asian star education academy,,asian star education academy,,,,jhapa
1272,tehrathum,asine avi,avi,asine,asine avi,avi,asine,,,,tehrathum
1273,jhapa,asmin memorial english boarding school,,asmin memorial english boarding school,asmin memorial ebs,,asmin memorial ebs,,,,jhapa
1274,sunsari,asmita and abishek academy,,asmita and abishek academy,asmita abisek academy,,asmita abisek academy,,,,sunsari
1275,dhankuta,atalsinghadevi pravi,pravi,atalsinghadevi,,,,,,,dhankuta
1276,dhankuta,atharasaya mavi,mavi,atharasaya,atharasaya mavi,mavi,atharasaya,,,,dhankuta
1277,tehrathum,athrai ebs,,athrai ebs,,,,,,,tehrathum
1278,dhankuta,atmara avi,avi,atmara,atmara pravi,pravi,atmara,atmara pravi,pravi,atmara,dhankuta
1279,bhojpur,aulia taulia avi,avi,aulia taulia,aulia taulia pravi,pravi,aulia taulia,,,,bhojpur
1280,sunsari,auliya mavi,mavi,auliya,auliya mavi,mavi,auliya,ahuliya mavi,mavi,ahuliya,sunsari
1281,bhojpur,awatariraksha pravi,pravi,awatariraksha,awatariraksha pravi,pravi,awatariraksha,,,,bhojpur
1282,morang,azalea mavi,mavi,azalea,,,,,,,morang
1283,sunsari,b p saraswati pravi,pravi,b p saraswati,,,,,,,sunsari
1284,sunsari,b padharvut v harinagar,,b padharvut v harinagar,b p pravi,pravi,b p,,,,sunsari
1285,sunsari,b s model boarding school,,b s model boarding school,,,,,,,sunsari
1286,ilam,b b memorial english boarding school,,b b memorial english boarding school,bb memorial english boarding school,,bb memorial english boarding school,bb memorial ebs,,bb memorial ebs,ilam
1287,morang,b n educational academy,,b n educational academy,bn educational academy,,bn educational academy,,,,morang
1288,sunsari,b p avi,avi,b p,b p avi,avi,b p,bp nimavi,nimavi,bp,sunsari
1289,sunsari,b p madan avi,avi,b p madan,bp madan avi,avi,bp madan,bp madan avi rural municipality,avi,bp madan  rural municipality,sunsari
1290,morang,baba dinabhadri avi,avi,baba dinabhadri,baba dinabhadri pravi,pravi,baba dinabhadri,,,,morang
1291,solukhumbu,babuchiri bal kalyan pravi,pravi,babuchiri bal kalyan,,,,,,,solukhumbu
1292,sunsari,babuji avi,avi,babuji,babuji adharbhut,,babuji adharbhut,babuji pravi,pravi,babuji,sunsari
1293,jhapa,baby jyoti ebs,,baby jyoti ebs,,,,,,,jhapa
1294,khotang,babycare boarding school,,babycare boarding school,bebikear ebs,,bebikear ebs,,,,khotang
1295,jhapa,babyjyoti english boarding school,,babyjyoti english boarding school,,,,,,,jhapa
1296,jhapa,babyland education foundation,,babyland education foundation,bebiland education foundation,,bebiland education foundation,,,,jhapa
1297,sunsari,babylon mavi itahari,mavi,babylon  itahari,,,,,,,sunsari
1298,khotang,bachala devi avi,avi,bachala devi,bachala devi pravi,pravi,bachala devi,,,,khotang
1299,okhaldhunga,bad danda avi,avi,bad danda,badadanda avi,avi,badadanda,badadanda nimavi,nimavi,badadanda,okhaldhunga
1300,panchthar,bagaincha avi,avi,bagaincha,bagaincha pravi,pravi,bagaincha,,,,panchthar
1301,taplejung,bagarbari avi,avi,bagarbari,bagarbari pravi,pravi,bagarbari,,,,taplejung
1302,dhankuta,bageshwori pravi,pravi,bageshwori,bageshwori pravi,pravi,bageshwori,,,,dhankuta
1303,udayapur,bageswari avi gohiya,avi,bageswari  gohiya,bageswari pravi gohiya,pravi,bageswari  gohiya,,,,udayapur
1304,morang,bagh jhoda ganatantrik pravi,pravi,bagh jhoda ganatantrik,,,,,,,morang
1305,sankhuwasabha,bagishwari avi,avi,bagishwari,bagishwori avi,avi,bagishwori,bageshwori avi,avi,bageshwori,sankhuwasabha
1306,sankhuwasabha,bagishwary mavi dhungedhara,mavi,bagishwary  dhungedhara,bagishwary mavi,mavi,bagishwary,,,,sankhuwasabha
1307,ilam,bagmati ebs,,bagmati ebs,,,,,,,ilam
1308,jhapa,baguwa pravi,pravi,baguwa,,,,,,,jhapa
1309,morang,bahadur baba chaudhari avi,avi,bahadur baba chaudhari,bahadur babu chaudhari pravi,pravi,bahadur babu chaudhari,,,,morang
1310,ilam,bahuban mavi,mavi,bahuban,bahuban mavi,mavi,bahuban,,,,ilam
1311,morang,bahumukhi avi,avi,bahumukhi,bahumukhi avi,avi,bahumukhi,,,,morang
1312,morang,bahuni collegiate ebs,,bahuni collegiate ebs,,,,,,,morang
1313,morang,baijanath adhikari prarambik sanskrit bhadyapith,,baijanath adhikari prarambik sanskrit bhadyapith,baijanath prarambik sanskrit bhadyapith,,baijanath prarambik sanskrit bhadyapith,,,,morang
1314,udayapur,baijanath baijani avi sirisedada,avi,baijanath baijani  sirisedada,baijanath baijani avi sirisedada,avi,baijanath baijani  sirisedada,baijanath baijani pravi,pravi,baijanath baijani,udayapur
1315,khotang,baikalpik pravi,pravi,baikalpik,baikalpik pravi,pravi,baikalpik,,,,khotang
1316,jhapa,bairati avi,avi,bairati,bairati pravi,pravi,bairati,,,,jhapa
1317,dhankuta,bajramai mavi,mavi,bajramai,bajramai mavi,mavi,bajramai,,,,dhankuta
1318,solukhumbu,bakhapalam mavi,mavi,bakhapalam,bhakhapalam avi,avi,bhakhapalam,,,,solukhumbu
1319,morang,bakhari avi,avi,bakhari,bakhari avi,avi,bakhari,bakhari avi,avi,bakhari,morang
1320,morang,bakraha mavi,mavi,bakraha,bakraha mavi,mavi,bakraha,,,,morang
1321,ilam,bakshila avi,avi,bakshila,bakshila pravi,pravi,bakshila,,,,ilam
1322,sunsari,bal adarsha boarding school,,bal adarsha boarding school,bal adarsha ebs,,bal adarsha ebs,,,,sunsari
1323,morang,bal adarsha vidya mandir,,bal adarsha vidya mandir,bal adarsha bidhyamandir,,bal adarsha bidhyamandir,ke bi smarak english boarding school,,ke bi smarak english boarding school,morang
1324,panchthar,bal bahadur avi,avi,bal bahadur,bal bahadur pravi,pravi,bal bahadur,,,,panchthar
1325,sunsari,bal bahubhasiya avi,avi,bal bahubhasiya,bal bahubhasiya pravi,pravi,bal bahubhasiya,,,,sunsari
1326,sankhuwasabha,bal balika pravi,pravi,bal balika,,,,,,,sankhuwasabha
1327,jhapa,bal avi,avi,bal,bal pravi,pravi,bal,,,,jhapa
1328,jhapa,bal bhadra janata mavi,mavi,bal bhadra janata,,,,,,,jhapa
1329,khotang,bal bidhya niketan ebs,,bal bidhya niketan ebs,,,,,,,khotang
1330,ilam,bal bidya mandir,,bal bidya mandir,,,,,,,ilam
1331,morang,bal bidya mandir avi,avi,bal bidya mandir,bal bidya mandir pravi,pravi,bal bidya mandir,,,,morang
1332,sunsari,bal bidya mandir ebs,,bal bidya mandir ebs,,,,,,,sunsari
1333,morang,bal bikas avi,avi,bal bikas,bal bikash avi,avi,bal bikash,bal bikash avi,avi,bal bikash,morang
1334,panchthar,bal bikas avi,avi,bal bikas,bal bikash pravi,pravi,bal bikash,,,,panchthar
1335,sunsari,bal bikas english boarding school,,bal bikas english boarding school,bal bikash ebs,,bal bikash ebs,,,,sunsari
1336,jhapa,bal bikash avi,avi,bal bikash,,,,,,,jhapa
1337,sankhuwasabha,bal bikash avi,avi,bal bikash,bal bikash avi nabagaun,avi,bal bikash  nabagaun,bal bikash pravi,pravi,bal bikash,sankhuwasabha
1338,ilam,bal bikash avi,avi,bal bikash,bal bikash pravi,pravi,bal bikash,,,,ilam
1339,morang,bal bikash avi,avi,bal bikash,bal bikash pravi,pravi,bal bikash,,,,morang
1340,morang,bal bikash avi,avi,bal bikash,bal bikash pravi,pravi,bal bikash,,,,morang
1341,khotang,bal bikash avi,avi,bal bikash,bal bikash pravi,pravi,bal bikash,,,,khotang
1342,sankhuwasabha,bal bikash avi lamechaur,avi,bal bikash  lamechaur,bal bikash pravi,pravi,bal bikash,,,,sankhuwasabha
1343,solukhumbu,bal bikash pravi,pravi,bal bikash,,,,,,,solukhumbu
1344,khotang,bal bikash pravi,pravi,bal bikash,,,,,,,khotang
1345,udayapur,bal bikash pravi,pravi,bal bikash,,,,,,,udayapur
1346,sankhuwasabha,bal chetana avi nageswary,avi,bal chetana  nageswary,bal chetana pravi,pravi,bal chetana,,,,sankhuwasabha
1347,khotang,bal chetana pravi,pravi,bal chetana,,,,,,,khotang
1348,khotang,bal devi pravi,pravi,bal devi,,,,,,,khotang
1349,morang,bal jagat english boarding school,,bal jagat english boarding school,bal jagat ebs,,bal jagat ebs,,,,morang
1350,morang,bal jyoti aadarsa vidhya sadan boarding school,,bal jyoti aadarsa vidhya sadan boarding school,baljyoti english boarding school ratuwamai morang,,baljyoti english boarding school ratuwamai morang,,,,morang
1351,morang,bal jyoti academy,,bal jyoti academy,,,,,,,morang
1352,solukhumbu,bal jyoti avi,avi,bal jyoti,bal jyoti avi,avi,bal jyoti,bal jyoti pravi,pravi,bal jyoti,solukhumbu
1353,sankhuwasabha,bal jyoti avi koksa,avi,bal jyoti  koksa,bal jyoti pravi,pravi,bal jyoti,,,,sankhuwasabha
1354,panchthar,bal jyoti ebs,,bal jyoti ebs,,,,,,,panchthar
1355,morang,bal jyoti english school,,bal jyoti english school,baljyoti english school,,baljyoti english school,,,,morang
1356,morang,bal jyoti namuna eng boarding school,,bal jyoti namuna eng boarding school,bal jyoti namuna eng bo school,,bal jyoti namuna eng bo school,,,,morang
1357,jhapa,bal jyoti pravi,pravi,bal jyoti,,,,,,,jhapa
1358,khotang,bal jyoti pravi,pravi,bal jyoti,,,,,,,khotang
1359,udayapur,bal jyoti pravi,pravi,bal jyoti,,,,,,,udayapur
1360,jhapa,bal jyoti pravi,pravi,bal jyoti,bal jyoti pravi,pravi,bal jyoti,,,,jhapa
1361,morang,bal jyoti pravi,pravi,bal jyoti,bal jyoti pravi,pravi,bal jyoti,,,,morang
1362,jhapa,bal jyoti pratisthan ebs,,bal jyoti pratisthan ebs,,,,,,,jhapa
1363,dhankuta,bal kalyan pravi,pravi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,dhankuta
1364,ilam,bal kalyan avi kusunde,avi,bal kalyan  kusunde,bal kalyan pravi,pravi,bal kalyan,,,,ilam
1365,sankhuwasabha,bal kalyan avi,avi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,sankhuwasabha
1366,jhapa,bal kalyan awasiya mavi,mavi,bal kalyan awasiya,bal kalyan awasiya ebs,,bal kalyan awasiya ebs,,,,jhapa
1367,sankhuwasabha,bal kalyan avi kingring,avi,bal kalyan  kingring,bal kalyan pravi,pravi,bal kalyan,,,,sankhuwasabha
1368,ilam,bal kalyan avi,avi,bal kalyan,bal kalyan avi,avi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,ilam
1369,morang,bal kalyan avi,avi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,morang
1370,morang,bal kalyan avi,avi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,morang
1371,morang,bal kalyan avi,avi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,morang
1372,bhojpur,bal kalyan avi,avi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,bhojpur
1373,khotang,bal kalyan avi,avi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,khotang
1374,ilam,bal kalyan pravi,pravi,bal kalyan,,,,,,,ilam
1375,ilam,bal kalyan pravi,pravi,bal kalyan,,,,,,,ilam
1376,ilam,bal kalyan pravi,pravi,bal kalyan,,,,,,,ilam
1377,ilam,bal kalyan pravi,pravi,bal kalyan,,,,,,,ilam
1378,ilam,bal kalyan pravi,pravi,bal kalyan,,,,,,,ilam
1379,sankhuwasabha,bal kalyan pravi,pravi,bal kalyan,,,,,,,sankhuwasabha
1380,bhojpur,bal kalyan pravi,pravi,bal kalyan,,,,,,,bhojpur
1381,udayapur,bal kalyan pravi chatiwane,pravi,bal kalyan  chatiwane,,,,,,,udayapur
1382,morang,bal kalyan pravi,pravi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,morang
1383,bhojpur,bal kalyan pravi,pravi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,bhojpur
1384,dhankuta,bal kalyan pravi,pravi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,dhankuta
1385,dhankuta,bal kalyan primary,,bal kalyan primary,bal kalyan pravi,pravi,bal kalyan,,,,dhankuta
1386,dhankuta,bal kalyan pravi,pravi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,dhankuta
1387,dhankuta,bal kalyan pravi,pravi,bal kalyan,bal kalyan pravi,pravi,bal kalyan,,,,dhankuta
1388,morang,bal kalyan vidhya mandir mavi,mavi,bal kalyan vidhya mandir,bal kalyan vidya mandir,,bal kalyan vidya mandir,,,,morang
1389,khotang,bal kanya avi,avi,bal kanya,bal kanya pravi,pravi,bal kanya,,,,khotang
1390,solukhumbu,bal kanya avi,avi,bal kanya,bal kanya pravi,pravi,bal kanya,,,,solukhumbu
1391,ilam,bal kanya pravi,pravi,bal kanya,,,,,,,ilam
1392,sankhuwasabha,bal kanya pravi,pravi,bal kanya,,,,,,,sankhuwasabha
1393,bhojpur,bal kanya pravi,pravi,bal kanya,,,,,,,bhojpur
1394,solukhumbu,bal kanya pravi,pravi,bal kanya,,,,,,,solukhumbu
1395,khotang,bal kanya pravi,pravi,bal kanya,,,,,,,khotang
1396,khotang,bal kanya pravi,pravi,bal kanya,,,,,,,khotang
1397,khotang,bal kanya pravi,pravi,bal kanya,,,,,,,khotang
1398,bhojpur,bal kanya pravi,pravi,bal kanya,bal kanya pravi,pravi,bal kanya,,,,bhojpur
1399,panchthar,bal kiran ebs,,bal kiran ebs,,,,,,,panchthar
1400,morang,bal mavi rani,mavi,bal  rani,bal mavi,mavi,bal,,,,morang
1401,morang,bal mavi,mavi,bal,bal mavi,mavi,bal,,,,morang
1402,taplejung,bal mandir avi,avi,bal mandir,bal mandir pravi,pravi,bal mandir,,,,taplejung
1403,ilam,bal mandir avi,avi,bal mandir,bal mandir avi,avi,bal mandir,bal mandir pravi,pravi,bal mandir,ilam
1404,morang,bal mandir avi,avi,bal mandir,bal mandir pravi,pravi,bal mandir,,,,morang
1405,sankhuwasabha,bal mandir avi,avi,bal mandir,bal mandir pravi,pravi,bal mandir,,,,sankhuwasabha
1406,sunsari,bal mandir mavi,mavi,bal mandir,,,,,,,sunsari
1407,ilam,bal mandir pravi,pravi,bal mandir,,,,,,,ilam
1408,tehrathum,bal mandir pravi,pravi,bal mandir,,,,,,,tehrathum
1409,solukhumbu,bal mandir pravi,pravi,bal mandir,,,,,,,solukhumbu
1410,khotang,bal mandir pravi,pravi,bal mandir,,,,,,,khotang
1411,udayapur,bal mukhi avi,avi,bal mukhi,bal mukhi pravi ajgar,pravi,bal mukhi  ajgar,,,,udayapur
1412,morang,bal namuna bidya mandir english school,,bal namuna bidya mandir english school,bal namuna vidya mandir eng school,,bal namuna vidya mandir eng school,balnamuna bidya mandir ebs,,balnamuna bidya mandir ebs,morang
1413,panchthar,bal namuna pravi,pravi,bal namuna,,,,,,,panchthar
1414,panchthar,bal nanda avi,avi,bal nanda,bal nanda pravi,pravi,bal nanda,,,,panchthar
1415,morang,bal niketan ebs,,bal niketan ebs,,,,,,,morang
1416,ilam,bal niketan pravi,pravi,bal niketan,,,,,,,ilam
1417,tehrathum,bal nikunja avi,avi,bal nikunja,bal nikunja pravi,pravi,bal nikunja,,,,tehrathum
1418,udayapur,bal pravi bansbote ahaltar,pravi,bal  bansbote ahaltar,,,,,,,udayapur
1419,ilam,bal pragati avi,avi,bal pragati,bal pragati avi,avi,bal pragati,bal pragati pravi,pravi,bal pragati,ilam
1420,morang,bal pratibha english boarding school,,bal pratibha english boarding school,bal pratibha ebs,,bal pratibha ebs,,,,morang
1421,sunsari,bal pratibha montessori school,,bal pratibha montessori school,,,,,,,sunsari
1422,jhapa,bal pushpika montessori,,bal pushpika montessori,,,,,,,jhapa
1423,jhapa,bal sansar academy,,bal sansar academy,,,,,,,jhapa
1424,sunsari,bal sansar montessori school,,bal sansar montessori school,,,,,,,sunsari
1425,dhankuta,bal sansar mavi,mavi,bal sansar,bal sansar mavi,mavi,bal sansar,bal sansar mavi,mavi,bal sansar,dhankuta
1426,jhapa,bal sewa avi,avi,bal sewa,bal sewa avi,avi,bal sewa,,,,jhapa
1427,bhojpur,bal shakti avi,avi,bal shakti,bal shakti pravi,pravi,bal shakti,,,,bhojpur
1428,panchthar,bal sikshya pravi,pravi,bal sikshya,,,,,,,panchthar
1429,dhankuta,bal sikshya pravi,pravi,bal sikshya,bal sikshya pravi,pravi,bal sikshya,,,,dhankuta
1430,morang,bal srijana english boarding school,,bal srijana english boarding school,,,,,,,morang
1431,taplejung,bal subodhini sanskrit mavi,mavi,bal subodhini sanskrit,bal subodhini sanskrit mavi,mavi,bal subodhini sanskrit,,,,taplejung
1432,jhapa,bal subodhini mavi,mavi,bal subodhini,bal subodhini avi,avi,bal subodhini,,,,jhapa
1433,sankhuwasabha,bal sudha pravi,pravi,bal sudha,,,,,,,sankhuwasabha
1434,bhojpur,bal sudhar panchakanya avi,avi,bal sudhar panchakanya,bal sudhar pancha kanya pravi,pravi,bal sudhar pancha kanya,,,,bhojpur
1435,khotang,bal sudhar pravi,pravi,bal sudhar,,,,,,,khotang
1436,sankhuwasabha,bal sushil avi,avi,bal sushil,bal sushil pravi,pravi,bal sushil,,,,sankhuwasabha
1437,jhapa,bal vidhya english school pravi,pravi,bal vidhya english school,bal vidhya english school,,bal vidhya english school,balvidya english boarding school,,balvidya english boarding school,jhapa
1438,udayapur,bal vidhya mandir english boarding school galphadiya,,bal vidhya mandir english boarding school galphadiya,balbidhya mandir ebs tapeswori,,balbidhya mandir ebs tapeswori,,,,udayapur
1439,jhapa,bala bhadra avi,avi,bala bhadra,bal bhadra avi,avi,bal bhadra,bal bhadra pravi,pravi,bal bhadra,jhapa
1440,ilam,bala guru sanskrit bidhyapith,,bala guru sanskrit bidhyapith,,,,,,,ilam
1441,sankhuwasabha,bala mavi,mavi,bala,bala mavi vidyalaya,mavi,bala  vidyalaya,bala mavi,mavi,bala,sankhuwasabha
1442,sankhuwasabha,bala yamdang mavi vidyalaya,mavi,bala yamdang  vidyalaya,bala yamdang mavi,mavi,bala yamdang,,,,sankhuwasabha
1443,jhapa,balabhadra avi,avi,balabhadra,bal bhadra pravi,pravi,bal bhadra,,,,jhapa
1444,okhaldhunga,baladevi avi,avi,baladevi,baladevi nimavi,nimavi,baladevi,,,,okhaldhunga
1445,ilam,balaguru gyan bigyan shikshya sadan,,balaguru gyan bigyan shikshya sadan,,,,,,,ilam
1446,dhankuta,balak pravi,pravi,balak,balak pravi,pravi,balak,balak pravi,pravi,balak,dhankuta
1447,khotang,balbalik a avi,avi,balbalik a,balbalik avi,avi,balbalik,,,,khotang
1448,sankhuwasabha,balbalika avi,avi,balbalika,balbalika pravi,pravi,balbalika,,,,sankhuwasabha
1449,okhaldhunga,balbalika avi,avi,balbalika,,,,,,,okhaldhunga
1450,sankhuwasabha,balbalika avi solakhani,avi,balbalika  solakhani,balbalika pravi,pravi,balbalika,,,,sankhuwasabha
1451,morang,balbalika english boarding school,,balbalika english boarding school,,,,,,,morang
1452,khotang,balbalika mavi,mavi,balbalika,,,,,,,khotang
1453,sankhuwasabha,balbalika pravi,pravi,balbalika,,,,,,,sankhuwasabha
1454,khotang,balbalika pravi,pravi,balbalika,,,,,,,khotang
1455,khotang,balbalika pravi,pravi,balbalika,,,,,,,khotang
1456,jhapa,balbatika ebs,,balbatika ebs,,,,,,,jhapa
1457,morang,balbatika english boarding school,,balbatika english boarding school,,,,,,,morang
1458,khotang,balbatika samudaik avi,avi,balbatika samudaik,samudaik bbk,,samudaik bbk,,,,khotang
1459,morang,balbidya ebs,,balbidya ebs,,,,,,,morang
1460,okhaldhunga,balbikas avi adheri,avi,balbikas  adheri,balbikas pravi,pravi,balbikas,,,,okhaldhunga
1461,dhankuta,balbikash pravi,pravi,balbikash,,,,,,,dhankuta
1462,dhankuta,balbikash pravi,pravi,balbikash,balbikash pravi,pravi,balbikash,,,,dhankuta
1463,khotang,balbikasha pravi,pravi,balbikasha,,,,,,,khotang
1464,morang,baldebdoot bidya mandir,,baldebdoot bidya mandir,baldev doot vidya mandir,,baldev doot vidya mandir,,,,morang
1465,taplejung,balden mavi,mavi,balden,balden mavi,mavi,balden,balden mavi,mavi,balden,taplejung
1466,ilam,baldip pravi,pravi,baldip,,,,,,,ilam
1467,solukhumbu,baleshwor mavi,mavi,baleshwor,,,,,,,solukhumbu
1468,udayapur,balhit avi bhantabari,avi,balhit  bhantabari,balhit pravi bhantabari,pravi,balhit  bhantabari,,,,udayapur
1469,morang,baljagaran vidhya mandir,,baljagaran vidhya mandir,,,,,,,morang
1470,jhapa,baljagat sisu bikas foundation,,baljagat sisu bikas foundation,,,,,,,jhapa
1471,dhankuta,baljanya pravi,pravi,baljanya,baljanya pravi,pravi,baljanya,,,,dhankuta
1472,udayapur,baljyoti avi,avi,baljyoti,baljyoti avi badelpani,avi,baljyoti  badelpani,baljyoti nimavi badelpani,nimavi,baljyoti  badelpani,udayapur
1473,udayapur,baljyoti avi kusumbot,avi,baljyoti  kusumbot,baljyoti avi kusumboat,avi,baljyoti  kusumboat,baljyoti pravi kusumboat,pravi,baljyoti  kusumboat,udayapur
1474,sankhuwasabha,baljyoti avi sallery,avi,baljyoti  sallery,baljyoti pravi salleri,pravi,baljyoti  salleri,baljyoti pravi,pravi,baljyoti,sankhuwasabha
1475,udayapur,baljyoti pravi ghumne chauri,pravi,baljyoti  ghumne chauri,,,,,,,udayapur
1476,ilam,baljyoti mavi,mavi,baljyoti,baljyoti mavi,mavi,baljyoti,,,,ilam
1477,okhaldhunga,baljyoti mavi,mavi,baljyoti,baljyoti mavi,mavi,baljyoti,baljyoti mavi,mavi,baljyoti,okhaldhunga
1478,ilam,balkalyan avi,avi,balkalyan,balkalyan avi simle,avi,balkalyan  simle,balkalyan pravi simle,pravi,balkalyan  simle,ilam
1479,jhapa,balkalyan avi,avi,balkalyan,bal kalyan pravi,pravi,bal kalyan,,,,jhapa
1480,jhapa,balkalyan avi,avi,balkalyan,bal kalyan avi,avi,bal kalyan,,,,jhapa
1481,morang,balkalyan avi,avi,balkalyan,bal kalyan avi,avi,bal kalyan,,,,morang
1482,morang,balkalyan avi,avi,balkalyan,balkalyan nv,,balkalyan nv,,,,morang
1483,bhojpur,balkalyan avi,avi,balkalyan,bal kalyan avi,avi,bal kalyan,bal kalyan avi,avi,bal kalyan,bhojpur
1484,ilam,balkalyan avi kolbote,avi,balkalyan  kolbote,balkalyan pravi kolbote,pravi,balkalyan  kolbote,,,,ilam
